0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,208,209,210
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.01694915254237288,0.01694915254237288,,0.05084745762711865,,0.01694915254237288,0.06779661016949153,0.06779661016949153,,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.05084745762711865,0.01694915254237288,,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.03389830508474576,0.03389830508474576,,0.06779661016949153,0.05084745762711865,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.05084745762711865,0.03389830508474576,,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.0847457627118644,0.01694915254237288,,0.05084745762711865,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.01694915254237288,,0.01694915254237288,,0.01694915254237288,,,0.05084745762711865,,0.03389830508474576,0.03389830508474576,0.01694915254237288,,,,0.03389830508474576,0.03389830508474576,,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.03389830508474576,,,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.03389830508474576,,0.01694915254237288,,0.01694915254237288,,,0.01694915254237288,0.05084745762711865,0.03389830508474576,0.01694915254237288,0.03389830508474576,,0.03389830508474576,0.01694915254237288,,0.01694915254237288,,,,0.01694915254237288,,0.03389830508474576,,0.01694915254237288,0.01694915254237288,,0.03389830508474576,,,0.01694915254237288,0.01694915254237288,,,0.01694915254237288,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.03389830508474576,,0.05084745762711865,0.01694915254237288,,0.03389830508474576,,,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.01694915254237288,,,,,0.01694915254237288,0.03389830508474576,,0.03389830508474576,0.01694915254237288,0.03389830508474576,,,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,,,0.01694915254237288,,,,,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.03389830508474576,,0.01694915254237288,,,0.03389830508474576,0.01694915254237288,,0.01694915254237288,,0.01694915254237288,0.01694915254237288,,0.01694915254237288,,,,,0.01694915254237288,0.01694915254237288,,,0.06779661016949153,0.01694915254237288,0.03389830508474576,,,0.03389830508474576,,0.01694915254237288,0.03389830508474576,,0.03389830508474576,,,,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,,
1.0,0.05714285714285714,,0.02857142857142857,,0.02857142857142857,,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.02857142857142857,,0.02857142857142857,0.02857142857142857,0.02857142857142857,,,0.02857142857142857,0.02857142857142857,,,0.02857142857142857,0.02857142857142857,,0.05714285714285714,0.02857142857142857,,,0.08571428571428572,0.08571428571428572,,,0.02857142857142857,,0.02857142857142857,,0.05714285714285714,0.05714285714285714,0.02857142857142857,,,0.05714285714285714,,,,,,0.05714285714285714,,,0.02857142857142857,,,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,,,,,0.02857142857142857,0.02857142857142857,0.02857142857142857,,0.02857142857142857,,0.02857142857142857,0.02857142857142857,,,0.02857142857142857,,,0.02857142857142857,,,,0.02857142857142857,,,,0.05714285714285714,0.05714285714285714,0.05714285714285714,,,0.02857142857142857,0.05714285714285714,0.02857142857142857,,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,,0.05714285714285714,,,,,0.02857142857142857,0.02857142857142857,,0.02857142857142857,,,,,,,,0.02857142857142857,0.02857142857142857,,0.05714285714285714,0.02857142857142857,0.02857142857142857,,0.08571428571428572,,,0.11428571428571428,0.02857142857142857,,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,,0.05714285714285714,,,0.02857142857142857,0.02857142857142857,0.02857142857142857,,0.02857142857142857,0.05714285714285714,,,,0.02857142857142857,,0.05714285714285714,,0.02857142857142857,,0.02857142857142857,,0.05714285714285714,0.02857142857142857,0.02857142857142857,,0.08571428571428572,,,0.02857142857142857,,0.02857142857142857,,0.02857142857142857,,,0.02857142857142857,0.02857142857142857,,0.02857142857142857,,0.05714285714285714,,,0.05714285714285714,,,,0.08571428571428572,,0.02857142857142857,,,0.02857142857142857,0.02857142857142857,0.05714285714285714,,0.02857142857142857,,0.05714285714285714,0.02857142857142857,,,,,,0.02857142857142857,,,,0.02857142857142857
1.0,,,0.021739130434782608,0.021739130434782608,,0.043478260869565216,0.021739130434782608,,0.021739130434782608,0.021739130434782608,,0.06521739130434782,0.043478260869565216,0.021739130434782608,,0.021739130434782608,,0.043478260869565216,0.021739130434782608,,0.043478260869565216,0.021739130434782608,0.043478260869565216,,0.043478260869565216,0.06521739130434782,,0.021739130434782608,,,,0.021739130434782608,0.043478260869565216,,0.021739130434782608,,,,,,,0.021739130434782608,,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,,0.021739130434782608,0.043478260869565216,,,0.043478260869565216,,0.021739130434782608,0.043478260869565216,,,,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,,0.021739130434782608,0.06521739130434782,,,0.043478260869565216,0.021739130434782608,0.021739130434782608,,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,,0.021739130434782608,0.021739130434782608,,,0.021739130434782608,,0.043478260869565216,,,,,,0.021739130434782608,,0.021739130434782608,0.021739130434782608,,,0.021739130434782608,0.043478260869565216,,,0.021739130434782608,,0.021739130434782608,,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,,,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,,,,,,,,,0.021739130434782608,,,,0.021739130434782608,0.021739130434782608,,0.043478260869565216,0.021739130434782608,,,0.021739130434782608,0.021739130434782608,,,0.021739130434782608,0.043478260869565216,,0.043478260869565216,,0.043478260869565216,0.021739130434782608,0.021739130434782608,,,,,0.021739130434782608,,0.021739130434782608,0.021739130434782608,,,,,0.043478260869565216,,0.021739130434782608,0.021739130434782608,,,0.021739130434782608,,,0.06521739130434782,,,0.021739130434782608,,0.021739130434782608,,,0.021739130434782608,,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,,0.021739130434782608,0.043478260869565216,0.021739130434782608,,,0.021739130434782608,0.021739130434782608,,,,,,0.021739130434782608,,,0.043478260869565216,,,,,0.021739130434782608,
1.0,0.023809523809523808,,,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,,,0.047619047619047616,,,0.023809523809523808,0.023809523809523808,,0.023809523809523808,0.023809523809523808,0.023809523809523808,,0.023809523809523808,0.023809523809523808,,0.047619047619047616,0.023809523809523808,,0.023809523809523808,0.023809523809523808,0.023809523809523808,,,0.023809523809523808,0.023809523809523808,,,0.047619047619047616,,0.023809523809523808,0.023809523809523808,,0.023809523809523808,0.023809523809523808,0.047619047619047616,,0.047619047619047616,0.023809523809523808,,0.047619047619047616,,0.047619047619047616,0.023809523809523808,,,0.023809523809523808,0.023809523809523808,,0.047619047619047616,0.047619047619047616,0.023809523809523808,,0.023809523809523808,,0.047619047619047616,0.023809523809523808,0.023809523809523808,,0.047619047619047616,,,,,0.023809523809523808,,0.023809523809523808,,0.047619047619047616,,0.023809523809523808,,0.047619047619047616,0.047619047619047616,,0.047619047619047616,,0.023809523809523808,,0.023809523809523808,0.023809523809523808,,,0.023809523809523808,,0.07142857142857142,0.09523809523809523,,0.047619047619047616,0.023809523809523808,,,0.047619047619047616,,0.047619047619047616,,0.047619047619047616,,,0.047619047619047616,0.023809523809523808,0.023809523809523808,,0.09523809523809523,0.023809523809523808,,,,,,,,,,0.047619047619047616,,,,,,,,,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,,,,0.023809523809523808,,,,,,0.047619047619047616,,,0.023809523809523808,,,0.047619047619047616,,,,,,0.023809523809523808,,,,,,,0.023809523809523808,,0.023809523809523808,0.023809523809523808,0.023809523809523808,,,,,,0.023809523809523808,,0.023809523809523808,,0.023809523809523808,,,,,0.023809523809523808,,0.023809523809523808,0.023809523809523808,,,,,,,,0.023809523809523808,0.047619047619047616,,0.023809523809523808,,,,,0.023809523809523808,,,0.047619047619047616,,,0.047619047619047616,0.023809523809523808,,
1.0,,,,,0.025,0.025,0.075,,,,0.025,,0.05,,,,,,,,0.05,0.025,,,,0.075,,0.075,0.05,,,,,0.075,,,0.025,0.025,,,,0.05,,0.025,,0.05,,,,0.025,,,0.025,,0.025,0.025,,,0.025,,,0.025,,,0.075,,,0.025,,,,,0.025,,,,0.025,,0.025,,,,0.025,,,,,,0.025,,,0.025,0.05,,,,0.025,,,0.025,0.025,,0.025,0.025,,0.025,,0.025,,,0.025,0.025,,0.025,,,,,,,,,,,,,0.025,,,0.025,,0.025,,0.025,,,,,,0.025,,,,0.025,,0.025,0.025,0.025,,,,,,,,,0.025,,,0.025,,0.025,,0.025,,0.05,,,0.05,,0.025,0.05,,0.025,0.025,,,,,,,0.025,0.025,,0.025,0.05,,0.025,0.025,,0.025,0.025,,,0.025,0.025,,0.025,,,,,,0.025,0.025,,,,
1.0,0.03389830508474576,0.03389830508474576,,0.01694915254237288,0.03389830508474576,,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.03389830508474576,,,0.01694915254237288,0.05084745762711865,,0.01694915254237288,,0.01694915254237288,0.03389830508474576,0.01694915254237288,,0.03389830508474576,0.03389830508474576,,0.05084745762711865,0.03389830508474576,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,,0.05084745762711865,,0.01694915254237288,,,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,,,,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,,0.01694915254237288,0.05084745762711865,,0.03389830508474576,0.01694915254237288,,0.05084745762711865,0.01694915254237288,0.03389830508474576,,0.03389830508474576,,0.03389830508474576,,,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,,,0.01694915254237288,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.01694915254237288,0.03389830508474576,,0.01694915254237288,,0.03389830508474576,,0.01694915254237288,,,,0.01694915254237288,,,,,,0.01694915254237288,,0.03389830508474576,,0.01694915254237288,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.05084745762711865,0.03389830508474576,,,0.01694915254237288,0.01694915254237288,,0.01694915254237288,0.03389830508474576,,0.01694915254237288,,,0.01694915254237288,0.03389830508474576,,0.03389830508474576,0.03389830508474576,,0.01694915254237288,,,,0.01694915254237288,,,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.01694915254237288,,0.01694915254237288,0.03389830508474576,0.03389830508474576,,0.03389830508474576,,0.01694915254237288,0.05084745762711865,0.01694915254237288,,0.01694915254237288,,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.03389830508474576,0.01694915254237288,,0.01694915254237288,,0.01694915254237288,0.03389830508474576,,0.01694915254237288,0.01694915254237288,0.05084745762711865,,,,,0.01694915254237288,,0.03389830508474576,0.01694915254237288,,,,,,0.03389830508474576,0.01694915254237288,,0.05084745762711865,0.01694915254237288,,0.03389830508474576,0.05084745762711865,,0.01694915254237288,,0.03389830508474576,0.01694915254237288,,0.06779661016949153,,,0.03389830508474576,,0.03389830508474576,0.01694915254237288,0.01694915254237288,,0.01694915254237288,,,
1.0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.04838709677419355,0.03225806451612903,,0.0967741935483871,0.016129032258064516,0.04838709677419355,0.03225806451612903,0.016129032258064516,0.016129032258064516,,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.016129032258064516,,0.04838709677419355,0.04838709677419355,0.016129032258064516,0.0967741935483871,0.03225806451612903,0.04838709677419355,,0.04838709677419355,0.016129032258064516,0.04838709677419355,,0.016129032258064516,0.03225806451612903,0.04838709677419355,0.04838709677419355,,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.03225806451612903,,,0.03225806451612903,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.06451612903225806,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.016129032258064516,,0.06451612903225806,0.03225806451612903,0.03225806451612903,,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.03225806451612903,,0.016129032258064516,0.016129032258064516,,0.03225806451612903,0.016129032258064516,,0.016129032258064516,,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.04838709677419355,0.03225806451612903,,0.016129032258064516,,0.06451612903225806,,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.016129032258064516,,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.06451612903225806,,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,,0.04838709677419355,,,0.016129032258064516,,0.03225806451612903,,0.016129032258064516,,0.016129032258064516,,0.016129032258064516,,,0.03225806451612903,,0.016129032258064516,,,,,,,0.016129032258064516,,0.016129032258064516,,,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.03225806451612903,,,0.016129032258064516,,,,,,,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,,,,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.016129032258064516,,,,,0.06451612903225806,,,,,,0.03225806451612903,,0.04838709677419355,0.016129032258064516,0.016129032258064516,,0.016129032258064516,0.03225806451612903,0.03225806451612903,,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.04838709677419355,,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.016129032258064516,,,,
