0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,0.5,0.5
1.0,0.1111111111111111,0.1388888888888889,0.19444444444444445,0.1111111111111111,0.027777777777777776,0.1388888888888889,0.19444444444444445,0.1388888888888889,0.1111111111111111,,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.027777777777777776,,0.19444444444444445,0.1111111111111111,0.1111111111111111,0.027777777777777776,,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1111111111111111,,0.1388888888888889,0.1388888888888889,0.05555555555555555,0.05555555555555555
1.0,0.14606741573033707,0.13764044943820225,0.13764044943820225,0.05337078651685393,0.12921348314606743,0.12640449438202248,0.1544943820224719,0.09269662921348315,0.05898876404494382,0.09550561797752809,0.13202247191011235,0.0898876404494382,0.08146067415730338,0.056179775280898875,0.019662921348314606,0.12640449438202248,0.08707865168539326,0.10674157303370786,0.08707865168539326,,0.07303370786516854,0.07584269662921349,0.05898876404494382,0.08707865168539326,0.033707865168539325,0.0702247191011236,0.06460674157303371,0.12359550561797752,0.08146067415730338,0.05898876404494382,0.019662921348314606,0.09550561797752809,0.10674157303370786,0.08426966292134831,0.09550561797752809,
1.0,0.13694267515923567,0.1178343949044586,0.041401273885350316,0.09554140127388536,0.15286624203821655,0.1337579617834395,0.12101910828025478,0.044585987261146494,0.08917197452229299,0.09554140127388536,0.0732484076433121,0.054140127388535034,0.05732484076433121,0.022292993630573247,0.12420382165605096,0.09872611464968153,0.09554140127388536,0.09872611464968153,,0.09235668789808917,0.07006369426751592,0.06687898089171974,0.09235668789808917,0.03503184713375796,0.07643312101910828,0.09872611464968153,0.11146496815286625,0.10828025477707007,0.07643312101910828,0.01910828025477707,0.08917197452229299,0.07643312101910828,0.06687898089171974,0.07643312101910828,,
1.0,0.10230179028132992,0.043478260869565216,0.08951406649616368,0.12276214833759591,0.12276214833759591,0.11253196930946291,0.030690537084398978,0.06649616368286446,0.08695652173913043,0.09718670076726342,0.0741687979539642,0.061381074168797956,0.020460358056265986,0.12276214833759591,0.09974424552429667,0.09974424552429667,0.08695652173913043,0.0025575447570332483,0.08439897698209718,0.08184143222506395,0.06905370843989769,0.08951406649616368,0.03580562659846547,0.05370843989769821,0.0639386189258312,0.11764705882352941,0.08439897698209718,0.043478260869565216,0.02557544757033248,0.07161125319693094,0.0792838874680307,0.08951406649616368,0.08184143222506395,,,
1.0,0.06230529595015576,0.11526479750778816,0.12461059190031153,0.11838006230529595,0.11526479750778816,0.03426791277258567,0.08099688473520249,0.10903426791277258,0.09657320872274143,0.0529595015576324,0.0529595015576324,0.024922118380062305,0.09034267912772585,0.1059190031152648,0.10903426791277258,0.11214953271028037,,0.09657320872274143,0.08099688473520249,0.0778816199376947,0.09034267912772585,0.028037383177570093,0.040498442367601244,0.07165109034267912,0.11526479750778816,0.08099688473520249,0.06853582554517133,0.040498442367601244,0.10903426791277258,0.09345794392523364,0.056074766355140186,0.07476635514018691,,,,
1.0,0.12048192771084337,0.18072289156626506,0.18072289156626506,0.0963855421686747,0.04819277108433735,0.07228915662650602,0.10843373493975904,0.08433734939759036,0.04819277108433735,0.060240963855421686,0.024096385542168676,0.1566265060240964,0.14457831325301204,0.0963855421686747,0.13253012048192772,,0.08433734939759036,0.03614457831325301,0.04819277108433735,0.07228915662650602,0.04819277108433735,0.012048192771084338,0.08433734939759036,0.07228915662650602,0.07228915662650602,0.08433734939759036,0.012048192771084338,0.0963855421686747,0.12048192771084337,0.07228915662650602,0.10843373493975904,,,,,
1.0,0.12631578947368421,0.09736842105263158,0.0868421052631579,0.042105263157894736,0.07105263157894737,0.07631578947368421,0.07105263157894737,0.060526315789473685,0.05789473684210526,0.021052631578947368,0.09473684210526316,0.08947368421052632,0.08421052631578947,0.07105263157894737,,0.09473684210526316,0.09473684210526316,0.06315789473684211,0.07894736842105263,0.02631578947368421,0.04473684210526316,0.09210526315789473,0.09736842105263158,0.07105263157894737,0.05263157894736842,0.02368421052631579,0.05263157894736842,0.06842105263157895,0.07894736842105263,0.07105263157894737,,,,,,
1.0,0.13687150837988826,0.11173184357541899,0.061452513966480445,0.10893854748603352,0.12569832402234637,0.10893854748603352,0.09776536312849161,0.05307262569832402,0.030726256983240222,0.12849162011173185,0.12290502793296089,0.12849162011173185,0.10335195530726257,,0.11731843575418995,0.11731843575418995,0.06424581005586592,0.10335195530726257,0.05307262569832402,0.07262569832402235,0.11731843575418995,0.12290502793296089,0.09217877094972067,0.08659217877094973,0.0335195530726257,0.10335195530726257,0.10893854748603352,0.07541899441340782,0.1005586592178771,,,,,,,
