user_id,order_id,discount_cost,discount_type,basket,day,month,year
3948,7193.0,0.0,0.0,30000.0,23.0,3.0,2022.0
4497,8667.0,0.0,0.0,24000.0,6.0,4.0,2022.0
2315,3443.0,0.0,0.0,12000.0,15.0,2.0,2022.0
922,1108.0,0.0,0.0,20000.0,20.0,1.0,2022.0
2188,3196.0,0.0,0.0,10000.0,12.0,2.0,2022.0
3226,5367.0,0.0,0.0,20000.0,4.0,3.0,2022.0
906,1089.0,0.0,0.0,18000.0,19.0,1.0,2022.0
2597,3946.0,0.0,0.0,17500.0,19.0,2.0,2022.0
1988,2786.0,0.0,0.0,24000.0,8.0,2.0,2022.0
3631,6376.0,0.0,0.0,7000.0,14.0,3.0,2022.0
2768,4319.0,0.0,0.0,30000.0,22.0,2.0,2022.0
3847,6892.0,0.0,0.0,23000.0,19.0,3.0,2022.0
609,693.0,0.0,0.0,15000.0,13.0,1.0,2022.0
3996,7311.0,0.0,0.0,30000.0,24.0,3.0,2022.0
4913,9747.0,0.0,0.0,12000.0,13.0,4.0,2022.0
2066,2954.0,10000.0,1.0,10000.0,10.0,2.0,2022.0
627,716.0,0.0,0.0,22000.0,14.0,1.0,2022.0
3776,6741.0,15000.0,1.0,30000.0,18.0,3.0,2022.0
3893,7030.0,0.0,0.0,36000.0,21.0,3.0,2022.0
367,390.0,0.0,0.0,6800.0,8.0,1.0,2022.0
1747,2404.0,0.0,0.0,28000.0,4.0,2.0,2022.0
2615,4013.0,0.0,0.0,16000.0,19.0,2.0,2022.0
2570,3905.0,0.0,0.0,50000.0,18.0,2.0,2022.0
1464,1949.0,0.0,0.0,16000.0,31.0,1.0,2022.0
6228,14007.0,0.0,0.0,14000.0,9.0,5.0,2022.0
2953,4746.0,0.0,0.0,22000.0,27.0,2.0,2022.0
27,27.0,0.0,0.0,10000.0,1.0,1.0,2022.0
6777,16075.0,0.0,0.0,35000.0,24.0,5.0,2022.0
3254,5440.0,0.0,0.0,21000.0,5.0,3.0,2022.0
2279,3358.0,0.0,0.0,11000.0,14.0,2.0,2022.0
2543,3854.0,0.0,0.0,22000.0,18.0,2.0,2022.0
5453,11307.0,15000.0,1.0,24000.0,22.0,4.0,2022.0
2991,4841.0,0.0,0.0,30000.0,28.0,2.0,2022.0
1237,1575.0,1200.0,2.0,12000.0,26.0,1.0,2022.0
2104,3031.0,0.0,0.0,22000.0,10.0,2.0,2022.0
319,333.0,0.0,0.0,15000.0,7.0,1.0,2022.0
2368,3550.0,10000.0,1.0,10000.0,16.0,2.0,2022.0
99,100.0,0.0,0.0,18000.0,2.0,1.0,2022.0
427,461.0,0.0,0.0,45600.0,9.0,1.0,2022.0
926,1115.0,0.0,0.0,18000.0,20.0,1.0,2022.0
809,955.0,0.0,0.0,7500.0,17.0,1.0,2022.0
3021,4895.0,10000.0,1.0,28000.0,28.0,2.0,2022.0
2735,4260.0,0.0,0.0,26000.0,22.0,2.0,2022.0
2642,4074.0,0.0,0.0,9000.0,20.0,2.0,2022.0
5849,12663.0,0.0,0.0,30000.0,30.0,4.0,2022.0
1920,2666.0,0.0,0.0,14000.0,7.0,2.0,2022.0
1109,1369.0,0.0,0.0,18500.0,23.0,1.0,2022.0
228,238.0,0.0,0.0,7000.0,6.0,1.0,2022.0
4534,8776.0,0.0,0.0,24000.0,7.0,4.0,2022.0
613,699.0,0.0,0.0,25000.0,13.0,1.0,2022.0
2231,3271.0,0.0,0.0,24000.0,13.0,2.0,2022.0
5400,11164.0,0.0,0.0,48000.0,21.0,4.0,2022.0
3003,4864.0,10000.0,1.0,70000.0,28.0,2.0,2022.0
2453,3699.0,0.0,0.0,40000.0,17.0,2.0,2022.0
986,1192.0,0.0,0.0,30000.0,20.0,1.0,2022.0
507,560.0,0.0,0.0,10000.0,11.0,1.0,2022.0
2045,2907.0,0.0,0.0,60000.0,9.0,2.0,2022.0
4073,7493.0,0.0,0.0,36000.0,26.0,3.0,2022.0
2051,2924.0,0.0,0.0,40000.0,9.0,2.0,2022.0
4362,8267.0,0.0,0.0,20000.0,3.0,4.0,2022.0
2725,4246.0,0.0,0.0,30000.0,22.0,2.0,2022.0
928,1117.0,0.0,0.0,10000.0,20.0,1.0,2022.0
3198,5291.0,10000.0,1.0,25000.0,4.0,3.0,2022.0
10,10.0,0.0,0.0,35000.0,1.0,1.0,2022.0
1909,2649.0,10000.0,1.0,12500.0,6.0,2.0,2022.0
4032,7388.0,0.0,0.0,20000.0,25.0,3.0,2022.0
743,868.0,0.0,0.0,35000.0,16.0,1.0,2022.0
2308,3434.0,0.0,0.0,15000.0,15.0,2.0,2022.0
2310,3436.0,0.0,0.0,42000.0,15.0,2.0,2022.0
2364,3542.0,0.0,0.0,40000.0,15.0,2.0,2022.0
1379,1792.0,0.0,0.0,20000.0,29.0,1.0,2022.0
1281,1644.0,0.0,0.0,10000.0,27.0,1.0,2022.0
4068,7480.0,0.0,0.0,60000.0,26.0,3.0,2022.0
631,720.0,0.0,0.0,18000.0,14.0,1.0,2022.0
3347,5675.0,0.0,0.0,35000.0,7.0,3.0,2022.0
2199,3213.0,0.0,0.0,14000.0,12.0,2.0,2022.0
5407,11189.0,0.0,0.0,30000.0,21.0,4.0,2022.0
1144,1422.0,0.0,0.0,20000.0,24.0,1.0,2022.0
4141,7681.0,0.0,0.0,15000.0,28.0,3.0,2022.0
2925,4673.0,0.0,0.0,7500.0,26.0,2.0,2022.0
848,1011.0,0.0,0.0,26000.0,18.0,1.0,2022.0
4627,9029.0,0.0,0.0,60000.0,8.0,4.0,2022.0
589,670.0,0.0,0.0,12000.0,13.0,1.0,2022.0
3557,6188.0,0.0,0.0,10000.0,12.0,3.0,2022.0
6055,13332.0,0.0,0.0,16000.0,5.0,5.0,2022.0
1614,2203.0,0.0,0.0,24000.0,3.0,2.0,2022.0
4744,9327.0,0.0,0.0,25000.0,10.0,4.0,2022.0
25,25.0,10000.0,1.0,12000.0,1.0,1.0,2022.0
4752,9346.0,0.0,0.0,18000.0,10.0,4.0,2022.0
4206,7844.0,0.0,0.0,15000.0,30.0,3.0,2022.0
4337,8184.0,0.0,0.0,13000.0,3.0,4.0,2022.0
984,1190.0,15000.0,1.0,10000.0,20.0,1.0,2022.0
1688,2318.0,0.0,0.0,14000.0,3.0,2.0,2022.0
2732,4255.0,0.0,0.0,18000.0,22.0,2.0,2022.0
3292,5547.0,0.0,0.0,16000.0,6.0,3.0,2022.0
2970,4796.0,0.0,0.0,13000.0,27.0,2.0,2022.0
2588,3935.0,10000.0,1.0,24000.0,18.0,2.0,2022.0
1206,1522.0,0.0,0.0,72500.0,25.0,1.0,2022.0
3359,5706.0,0.0,0.0,19500.0,7.0,3.0,2022.0
1105,1364.0,0.0,0.0,12000.0,23.0,1.0,2022.0
103,104.0,15000.0,1.0,11000.0,3.0,1.0,2022.0
963,1161.0,0.0,0.0,36000.0,20.0,1.0,2022.0
761,893.0,0.0,0.0,21000.0,17.0,1.0,2022.0
760,892.0,0.0,0.0,21000.0,17.0,1.0,2022.0
1968,2750.0,0.0,0.0,20000.0,7.0,2.0,2022.0
3864,6931.0,0.0,0.0,16000.0,20.0,3.0,2022.0
2166,3141.0,0.0,0.0,10000.0,11.0,2.0,2022.0
637,727.0,0.0,0.0,37000.0,14.0,1.0,2022.0
1425,1866.0,0.0,0.0,14000.0,30.0,1.0,2022.0
179,184.0,0.0,0.0,41000.0,4.0,1.0,2022.0
1382,1795.0,0.0,0.0,28000.0,29.0,1.0,2022.0
646,737.0,0.0,0.0,14000.0,14.0,1.0,2022.0
2934,4689.0,10000.0,1.0,12000.0,26.0,2.0,2022.0
2147,3111.0,0.0,0.0,12000.0,11.0,2.0,2022.0
4477,8592.0,10000.0,1.0,45000.0,5.0,4.0,2022.0
4215,7866.0,0.0,0.0,14000.0,30.0,3.0,2022.0
5885,12779.0,0.0,0.0,5000.0,1.0,5.0,2022.0
4982,9940.0,10000.0,1.0,30000.0,14.0,4.0,2022.0
2110,3038.0,0.0,0.0,26000.0,11.0,2.0,2022.0
1273,1628.0,0.0,0.0,5000.0,27.0,1.0,2022.0
293,305.0,15000.0,1.0,30000.0,7.0,1.0,2022.0
691,796.0,15000.0,1.0,30000.0,15.0,1.0,2022.0
680,780.0,0.0,0.0,5500.0,15.0,1.0,2022.0
994,1203.0,0.0,0.0,20000.0,21.0,1.0,2022.0
5350,11032.0,0.0,0.0,40000.0,21.0,4.0,2022.0
5149,10435.0,10000.0,1.0,55000.0,17.0,4.0,2022.0
2672,4132.0,0.0,0.0,18000.0,20.0,2.0,2022.0
4310,8107.0,0.0,0.0,20000.0,1.0,4.0,2022.0
4075,7497.0,0.0,0.0,5000.0,26.0,3.0,2022.0
653,747.0,0.0,0.0,20000.0,14.0,1.0,2022.0
335,351.0,0.0,0.0,12000.0,7.0,1.0,2022.0
2152,3118.0,0.0,0.0,6750.0,11.0,2.0,2022.0
1164,1457.0,0.0,0.0,24000.0,24.0,1.0,2022.0
3275,5493.0,0.0,0.0,20000.0,5.0,3.0,2022.0
1398,1818.0,0.0,0.0,60000.0,29.0,1.0,2022.0
436,472.0,0.0,0.0,15000.0,9.0,1.0,2022.0
2340,3491.0,0.0,0.0,25000.0,15.0,2.0,2022.0
3927,7132.0,10000.0,1.0,5000.0,22.0,3.0,2022.0
1617,2208.0,0.0,0.0,12000.0,3.0,2.0,2022.0
2356,3518.0,0.0,0.0,30000.0,15.0,2.0,2022.0
1981,2769.0,0.0,0.0,30000.0,7.0,2.0,2022.0
2120,3058.0,0.0,0.0,50000.0,11.0,2.0,2022.0
1125,1392.0,0.0,0.0,15000.0,23.0,1.0,2022.0
4473,8576.0,10000.0,1.0,13000.0,5.0,4.0,2022.0
3789,6766.0,0.0,0.0,10000.0,18.0,3.0,2022.0
1108,1367.0,10000.0,1.0,22000.0,23.0,1.0,2022.0
5824,12571.0,0.0,0.0,30000.0,29.0,4.0,2022.0
2486,3749.0,10000.0,1.0,12000.0,17.0,2.0,2022.0
1629,2231.0,15000.0,1.0,54000.0,3.0,2.0,2022.0
2177,3162.0,15000.0,1.0,36000.0,11.0,2.0,2022.0
1089,1341.0,15000.0,1.0,22500.0,22.0,1.0,2022.0
4875,9647.0,0.0,0.0,12000.0,12.0,4.0,2022.0
5997,13145.0,0.0,0.0,13000.0,3.0,5.0,2022.0
466,509.0,10000.0,1.0,29000.0,10.0,1.0,2022.0
4885,9677.0,0.0,0.0,20000.0,12.0,4.0,2022.0
4679,9168.0,0.0,0.0,10000.0,9.0,4.0,2022.0
2723,4241.0,15000.0,1.0,30000.0,22.0,2.0,2022.0
1594,2168.0,0.0,0.0,22000.0,2.0,2.0,2022.0
2344,3497.0,15000.0,1.0,20000.0,15.0,2.0,2022.0
3011,4874.0,15000.0,1.0,40000.0,28.0,2.0,2022.0
3430,5870.0,0.0,0.0,16000.0,9.0,3.0,2022.0
2920,4665.0,15000.0,1.0,12000.0,26.0,2.0,2022.0
5416,11215.0,10000.0,1.0,28000.0,22.0,4.0,2022.0
42,42.0,0.0,0.0,9000.0,1.0,1.0,2022.0
6603,15352.0,0.0,0.0,29500.0,18.0,5.0,2022.0
385,408.0,10000.0,1.0,18000.0,8.0,1.0,2022.0
1290,1660.0,13000.0,1.0,30000.0,27.0,1.0,2022.0
4487,8637.0,0.0,0.0,44000.0,6.0,4.0,2022.0
5790,12475.0,15000.0,1.0,16000.0,29.0,4.0,2022.0
968,1170.0,0.0,0.0,27500.0,20.0,1.0,2022.0
1892,2623.0,15000.0,1.0,11000.0,6.0,2.0,2022.0
1366,1773.0,0.0,0.0,36000.0,28.0,1.0,2022.0
473,518.0,0.0,0.0,9000.0,10.0,1.0,2022.0
2650,4085.0,5000.0,1.0,10000.0,20.0,2.0,2022.0
3232,5386.0,0.0,0.0,25000.0,4.0,3.0,2022.0
6089,13451.0,10000.0,1.0,10000.0,6.0,5.0,2022.0
105,106.0,0.0,0.0,15000.0,3.0,1.0,2022.0
5320,10942.0,0.0,0.0,55000.0,20.0,4.0,2022.0
143,147.0,0.0,0.0,12500.0,3.0,1.0,2022.0
6308,14330.0,10000.0,1.0,30000.0,11.0,5.0,2022.0
1825,2518.0,0.0,0.0,20000.0,5.0,2.0,2022.0
3805,6798.0,15000.0,1.0,16500.0,18.0,3.0,2022.0
559,626.0,0.0,0.0,10500.0,12.0,1.0,2022.0
3666,6463.0,0.0,0.0,49000.0,15.0,3.0,2022.0
3080,5024.0,0.0,0.0,36000.0,1.0,3.0,2022.0
85,86.0,0.0,0.0,50000.0,2.0,1.0,2022.0
5228,10676.0,0.0,0.0,14000.0,18.0,4.0,2022.0
3992,7289.0,0.0,0.0,6000.0,24.0,3.0,2022.0
1891,2620.0,15000.0,1.0,30000.0,6.0,2.0,2022.0
136,140.0,0.0,0.0,14000.0,3.0,1.0,2022.0
7146,17524.0,0.0,0.0,20000.0,2.0,6.0,2022.0
523,578.0,15000.0,1.0,21000.0,11.0,1.0,2022.0
3441,5902.0,0.0,0.0,12500.0,9.0,3.0,2022.0
354,374.0,0.0,0.0,16000.0,8.0,1.0,2022.0
2198,3211.0,0.0,0.0,12000.0,12.0,2.0,2022.0
431,466.0,0.0,0.0,24000.0,9.0,1.0,2022.0
2089,3004.0,15000.0,1.0,30000.0,10.0,2.0,2022.0
5712,12198.0,0.0,0.0,15000.0,27.0,4.0,2022.0
1221,1546.0,0.0,0.0,20000.0,26.0,1.0,2022.0
6974,16825.0,0.0,0.0,45000.0,29.0,5.0,2022.0
3726,6617.0,0.0,0.0,24000.0,16.0,3.0,2022.0
1533,2071.0,0.0,0.0,10500.0,1.0,2.0,2022.0
1927,2682.0,0.0,0.0,10000.0,7.0,2.0,2022.0
2620,4028.0,10000.0,1.0,16000.0,19.0,2.0,2022.0
6258,14105.0,0.0,0.0,14000.0,10.0,5.0,2022.0
6136,13649.0,0.0,0.0,20000.0,6.0,5.0,2022.0
1899,2633.0,0.0,0.0,60000.0,6.0,2.0,2022.0
2935,4690.0,15000.0,1.0,32000.0,26.0,2.0,2022.0
435,471.0,0.0,0.0,24000.0,9.0,1.0,2022.0
1921,2671.0,0.0,0.0,13000.0,7.0,2.0,2022.0
4223,7883.0,0.0,0.0,17000.0,30.0,3.0,2022.0
1926,2680.0,0.0,0.0,10000.0,7.0,2.0,2022.0
1492,1993.0,10000.0,1.0,60000.0,31.0,1.0,2022.0
4834,9530.0,0.0,0.0,32000.0,11.0,4.0,2022.0
2749,4282.0,0.0,0.0,21000.0,22.0,2.0,2022.0
3643,6402.0,10000.0,1.0,10000.0,14.0,3.0,2022.0
2753,4291.0,10000.0,1.0,25000.0,22.0,2.0,2022.0
784,924.0,0.0,0.0,45000.0,17.0,1.0,2022.0
5323,10949.0,0.0,0.0,14000.0,20.0,4.0,2022.0
3764,6706.0,0.0,0.0,56000.0,17.0,3.0,2022.0
1963,2740.0,0.0,0.0,14000.0,7.0,2.0,2022.0
5515,11501.0,0.0,0.0,24000.0,23.0,4.0,2022.0
1499,2012.0,0.0,0.0,75000.0,1.0,2.0,2022.0
1401,1825.0,0.0,0.0,21000.0,29.0,1.0,2022.0
2554,3875.0,10000.0,1.0,20000.0,18.0,2.0,2022.0
607,691.0,15000.0,1.0,20000.0,13.0,1.0,2022.0
601,684.0,10000.0,1.0,25000.0,13.0,1.0,2022.0
1792,2464.0,10000.0,1.0,21000.0,4.0,2.0,2022.0
1934,2697.0,15000.0,1.0,30000.0,7.0,2.0,2022.0
4959,9861.0,0.0,0.0,40000.0,13.0,4.0,2022.0
6461,14786.0,15000.0,1.0,94000.0,14.0,5.0,2022.0
7005,16965.0,0.0,0.0,6000.0,30.0,5.0,2022.0
2038,2889.0,0.0,0.0,9000.0,9.0,2.0,2022.0
2150,3116.0,0.0,0.0,50000.0,11.0,2.0,2022.0
4470,8566.0,15000.0,1.0,20000.0,5.0,4.0,2022.0
3410,5830.0,0.0,0.0,30000.0,9.0,3.0,2022.0
779,915.0,0.0,0.0,30000.0,17.0,1.0,2022.0
2608,3987.0,0.0,0.0,35000.0,19.0,2.0,2022.0
4635,9046.0,0.0,0.0,20000.0,8.0,4.0,2022.0
3923,7117.0,0.0,0.0,25000.0,22.0,3.0,2022.0
7414,18404.0,0.0,0.0,10000.0,7.0,6.0,2022.0
460,501.0,0.0,0.0,23000.0,10.0,1.0,2022.0
153,158.0,0.0,0.0,20000.0,4.0,1.0,2022.0
1976,2761.0,0.0,0.0,32000.0,7.0,2.0,2022.0
7284,17937.0,15000.0,1.0,40000.0,5.0,6.0,2022.0
4590,8932.0,0.0,0.0,12000.0,8.0,4.0,2022.0
93,94.0,10000.0,1.0,10000.0,2.0,1.0,2022.0
5464,11343.0,0.0,0.0,20000.0,22.0,4.0,2022.0
2121,3059.0,0.0,0.0,30000.0,11.0,2.0,2022.0
4531,8766.0,10000.0,1.0,20000.0,7.0,4.0,2022.0
1421,1856.0,10000.0,1.0,17500.0,29.0,1.0,2022.0
38,38.0,0.0,0.0,14000.0,1.0,1.0,2022.0
4576,8892.0,0.0,0.0,37000.0,8.0,4.0,2022.0
3049,4952.0,0.0,0.0,13000.0,1.0,3.0,2022.0
3778,6745.0,0.0,0.0,24000.0,18.0,3.0,2022.0
6191,13871.0,0.0,0.0,16000.0,8.0,5.0,2022.0
3690,6510.0,0.0,0.0,21000.0,15.0,3.0,2022.0
2515,3806.0,0.0,0.0,11000.0,18.0,2.0,2022.0
4155,7710.0,10000.0,1.0,16000.0,28.0,3.0,2022.0
330,346.0,0.0,0.0,20000.0,7.0,1.0,2022.0
539,601.0,0.0,0.0,12000.0,12.0,1.0,2022.0
2525,3825.0,0.0,0.0,16000.0,18.0,2.0,2022.0
5027,10040.0,0.0,0.0,6000.0,14.0,4.0,2022.0
1040,1264.0,12000.0,1.0,30000.0,21.0,1.0,2022.0
8310,22096.0,0.0,0.0,17500.0,27.0,6.0,2022.0
1789,2461.0,0.0,0.0,13000.0,4.0,2.0,2022.0
1621,2214.0,10000.0,1.0,30000.0,3.0,2.0,2022.0
6176,13812.0,0.0,0.0,40000.0,7.0,5.0,2022.0
652,745.0,0.0,0.0,20000.0,14.0,1.0,2022.0
3658,6438.0,0.0,0.0,6000.0,14.0,3.0,2022.0
1380,1793.0,0.0,0.0,35500.0,29.0,1.0,2022.0
4251,7942.0,0.0,0.0,40000.0,30.0,3.0,2022.0
2514,3805.0,20000.0,1.0,20000.0,18.0,2.0,2022.0
1087,1339.0,0.0,0.0,20000.0,22.0,1.0,2022.0
6817,16242.0,0.0,0.0,26000.0,25.0,5.0,2022.0
1060,1292.0,0.0,0.0,12000.0,21.0,1.0,2022.0
1258,1606.0,0.0,0.0,21000.0,27.0,1.0,2022.0
3442,5904.0,10000.0,1.0,28000.0,9.0,3.0,2022.0
976,1181.0,0.0,0.0,68000.0,20.0,1.0,2022.0
5477,11388.0,0.0,0.0,21000.0,22.0,4.0,2022.0
5148,10433.0,0.0,0.0,23000.0,17.0,4.0,2022.0
564,634.0,15000.0,1.0,32000.0,12.0,1.0,2022.0
2100,3022.0,0.0,0.0,40000.0,10.0,2.0,2022.0
1739,2391.0,0.0,0.0,45000.0,4.0,2.0,2022.0
5223,10663.0,0.0,0.0,12000.0,18.0,4.0,2022.0
3868,6960.0,0.0,0.0,16000.0,20.0,3.0,2022.0
3431,5873.0,0.0,0.0,28000.0,9.0,3.0,2022.0
2573,3909.0,10000.0,1.0,21000.0,18.0,2.0,2022.0
4578,8895.0,10000.0,1.0,21000.0,8.0,4.0,2022.0
1570,2130.0,15000.0,1.0,24000.0,2.0,2.0,2022.0
2362,3536.0,0.0,0.0,20000.0,15.0,2.0,2022.0
137,141.0,0.0,0.0,15000.0,3.0,1.0,2022.0
1816,2501.0,0.0,0.0,24000.0,5.0,2.0,2022.0
2027,2871.0,10000.0,1.0,36000.0,8.0,2.0,2022.0
469,513.0,10000.0,1.0,50000.0,10.0,1.0,2022.0
2029,2873.0,0.0,0.0,14000.0,8.0,2.0,2022.0
763,895.0,0.0,0.0,6500.0,17.0,1.0,2022.0
4257,7953.0,0.0,0.0,27000.0,31.0,3.0,2022.0
4270,8005.0,0.0,0.0,6000.0,31.0,3.0,2022.0
6588,15280.0,0.0,0.0,40000.0,17.0,5.0,2022.0
4192,7815.0,10000.0,1.0,6000.0,29.0,3.0,2022.0
2765,4313.0,10000.0,1.0,19000.0,22.0,2.0,2022.0
1062,1294.0,0.0,0.0,20000.0,21.0,1.0,2022.0
3823,6848.0,0.0,0.0,6000.0,19.0,3.0,2022.0
2024,2865.0,10000.0,1.0,16000.0,8.0,2.0,2022.0
1052,1282.0,15000.0,1.0,30000.0,21.0,1.0,2022.0
4325,8150.0,15000.0,1.0,50000.0,2.0,4.0,2022.0
2391,3589.0,0.0,0.0,48000.0,16.0,2.0,2022.0
530,587.0,10000.0,1.0,25000.0,12.0,1.0,2022.0
