user_id,order_id,discount_cost,discount_type,basket,day,month,year
8199,21582.0,10000.0,1.0,16000.0,24.0,6.0,2022.0
6444,14733.0,10000.0,1.0,7000.0,14.0,5.0,2022.0
2521,3818.0,10000.0,1.0,20000.0,18.0,2.0,2022.0
273,284.0,10000.0,1.0,6000.0,6.0,1.0,2022.0
4646,9072.0,10000.0,1.0,12000.0,9.0,4.0,2022.0
1692,2324.0,0.0,0.0,28000.0,3.0,2.0,2022.0
3881,7003.0,10000.0,1.0,38000.0,20.0,3.0,2022.0
5798,12499.0,0.0,0.0,12500.0,29.0,4.0,2022.0
6877,16495.0,0.0,0.0,16000.0,27.0,5.0,2022.0
1368,1775.0,4500.0,2.0,45000.0,28.0,1.0,2022.0
7423,18455.0,0.0,0.0,20000.0,8.0,6.0,2022.0
2584,3929.0,10000.0,1.0,24000.0,18.0,2.0,2022.0
3340,5654.0,0.0,0.0,13000.0,7.0,3.0,2022.0
1158,1450.0,10000.0,1.0,16000.0,24.0,1.0,2022.0
2628,4051.0,0.0,0.0,15000.0,20.0,2.0,2022.0
2629,4052.0,0.0,0.0,5000.0,20.0,2.0,2022.0
4535,8777.0,0.0,0.0,15000.0,7.0,4.0,2022.0
3929,7135.0,10000.0,1.0,8000.0,22.0,3.0,2022.0
8814,23917.0,15000.0,1.0,28000.0,7.0,7.0,2022.0
6945,16694.0,5000.0,1.0,20000.0,28.0,5.0,2022.0
7248,17820.0,0.0,0.0,10000.0,4.0,6.0,2022.0
5774,12420.0,0.0,0.0,20000.0,29.0,4.0,2022.0
5465,11350.0,0.0,0.0,14000.0,22.0,4.0,2022.0
9370,26081.0,0.0,0.0,20800.0,17.0,7.0,2022.0
5467,11354.0,0.0,0.0,20000.0,22.0,4.0,2022.0
8807,23891.0,0.0,0.0,12000.0,6.0,7.0,2022.0
1646,2257.0,10000.0,1.0,8000.0,3.0,2.0,2022.0
2647,4081.0,0.0,0.0,14000.0,20.0,2.0,2022.0
5769,12410.0,0.0,0.0,10000.0,29.0,4.0,2022.0
4517,8714.0,0.0,0.0,15000.0,6.0,4.0,2022.0
5476,11387.0,15000.0,1.0,22000.0,22.0,4.0,2022.0
2655,4095.0,10000.0,1.0,45000.0,20.0,2.0,2022.0
6912,16574.0,0.0,0.0,10000.0,27.0,5.0,2022.0
8800,23853.0,6000.0,1.0,8000.0,6.0,7.0,2022.0
3308,5577.0,0.0,0.0,24000.0,6.0,3.0,2022.0
2660,4110.0,9900.0,1.0,19800.0,20.0,2.0,2022.0
7873,20247.0,0.0,0.0,12000.0,17.0,6.0,2022.0
7252,17827.0,15000.0,1.0,16500.0,4.0,6.0,2022.0
5480,11396.0,0.0,0.0,30000.0,23.0,4.0,2022.0
8481,22709.0,0.0,0.0,12000.0,1.0,7.0,2022.0
2665,4118.0,0.0,0.0,6000.0,20.0,2.0,2022.0
7860,20207.0,0.0,0.0,24000.0,17.0,6.0,2022.0
3928,7133.0,0.0,0.0,7000.0,22.0,3.0,2022.0
4538,8788.0,10000.0,1.0,20000.0,7.0,4.0,2022.0
6898,16544.0,0.0,0.0,20000.0,27.0,5.0,2022.0
2589,3937.0,0.0,0.0,49000.0,18.0,2.0,2022.0
7419,18433.0,0.0,0.0,8000.0,8.0,6.0,2022.0
8185,21540.0,0.0,0.0,31000.0,24.0,6.0,2022.0
6409,14629.0,0.0,0.0,20000.0,13.0,5.0,2022.0
6408,14628.0,0.0,0.0,20000.0,13.0,5.0,2022.0
4563,8855.0,0.0,0.0,40000.0,7.0,4.0,2022.0
2598,3947.0,10000.0,1.0,12000.0,19.0,2.0,2022.0
8181,21526.0,0.0,0.0,25000.0,24.0,6.0,2022.0
1663,2279.0,0.0,0.0,8000.0,3.0,2.0,2022.0
7415,18417.0,0.0,0.0,20000.0,7.0,6.0,2022.0
7242,17796.0,0.0,0.0,21000.0,4.0,6.0,2022.0
7244,17801.0,15000.0,1.0,15000.0,4.0,6.0,2022.0
4556,8831.0,0.0,0.0,30000.0,7.0,4.0,2022.0
5460,11332.0,0.0,0.0,10000.0,22.0,4.0,2022.0
491,539.0,10000.0,1.0,16000.0,11.0,1.0,2022.0
4552,8826.0,0.0,0.0,55000.0,7.0,4.0,2022.0
5456,11315.0,0.0,0.0,5000.0,22.0,4.0,2022.0
9261,25589.0,10000.0,1.0,10000.0,15.0,7.0,2022.0
882,1060.0,15000.0,1.0,20000.0,19.0,1.0,2022.0
8175,21512.0,0.0,0.0,26000.0,24.0,6.0,2022.0
7855,20196.0,0.0,0.0,20000.0,17.0,6.0,2022.0
7856,20197.0,0.0,0.0,20000.0,17.0,6.0,2022.0
4542,8798.0,0.0,0.0,20000.0,7.0,4.0,2022.0
6903,16553.0,0.0,0.0,10000.0,27.0,5.0,2022.0
2621,4030.0,0.0,0.0,28000.0,20.0,2.0,2022.0
7857,20199.0,0.0,0.0,14000.0,17.0,6.0,2022.0
4417,8438.0,0.0,0.0,30000.0,4.0,4.0,2022.0
3637,6388.0,0.0,0.0,28000.0,14.0,3.0,2022.0
5748,12319.0,0.0,0.0,14000.0,28.0,4.0,2022.0
2987,4836.0,0.0,0.0,30000.0,28.0,2.0,2022.0
5703,12171.0,0.0,0.0,20000.0,27.0,4.0,2022.0
7335,18085.0,0.0,0.0,28000.0,5.0,6.0,2022.0
5609,11841.0,0.0,0.0,28000.0,25.0,4.0,2022.0
4227,7898.0,0.0,0.0,75000.0,30.0,3.0,2022.0
3175,5249.0,0.0,0.0,45000.0,3.0,3.0,2022.0
2999,4855.0,0.0,0.0,16000.0,28.0,2.0,2022.0
204,212.0,0.0,0.0,8000.0,5.0,1.0,2022.0
1025,1245.0,10000.0,1.0,12000.0,21.0,1.0,2022.0
6137,13650.0,0.0,0.0,15000.0,6.0,5.0,2022.0
8554,22917.0,0.0,0.0,35000.0,1.0,7.0,2022.0
6214,13957.0,10000.0,1.0,42000.0,8.0,5.0,2022.0
6138,13659.0,10000.0,1.0,24000.0,7.0,5.0,2022.0
3010,4873.0,10000.0,1.0,17500.0,28.0,2.0,2022.0
5614,11858.0,0.0,0.0,24000.0,25.0,4.0,2022.0
428,462.0,10000.0,1.0,21000.0,9.0,1.0,2022.0
4210,7854.0,0.0,0.0,7000.0,30.0,3.0,2022.0
6140,13676.0,0.0,0.0,16000.0,7.0,5.0,2022.0
1031,1254.0,10000.0,1.0,65000.0,21.0,1.0,2022.0
4064,7473.0,0.0,0.0,18000.0,26.0,3.0,2022.0
7324,18061.0,0.0,0.0,16000.0,5.0,6.0,2022.0
7323,18058.0,0.0,0.0,14000.0,5.0,6.0,2022.0
6143,13691.0,8000.0,1.0,10000.0,7.0,5.0,2022.0
3165,5229.0,0.0,0.0,10000.0,3.0,3.0,2022.0
424,458.0,10000.0,1.0,8000.0,9.0,1.0,2022.0
8032,20952.0,15000.0,1.0,19000.0,22.0,6.0,2022.0
3028,4905.0,0.0,0.0,30000.0,28.0,2.0,2022.0
8626,23130.0,0.0,0.0,25500.0,2.0,7.0,2022.0
2989,4838.0,0.0,0.0,20000.0,28.0,2.0,2022.0
2986,4835.0,0.0,0.0,9000.0,28.0,2.0,2022.0
2778,4341.0,10000.0,1.0,14000.0,23.0,2.0,2022.0
6133,13631.0,0.0,0.0,30000.0,6.0,5.0,2022.0
1007,1220.0,10000.0,1.0,15000.0,21.0,1.0,2022.0
6248,14083.0,10000.0,1.0,20000.0,9.0,5.0,2022.0
6994,16926.0,0.0,0.0,47000.0,29.0,5.0,2022.0
4034,7392.0,0.0,0.0,14000.0,25.0,3.0,2022.0
8665,23319.0,15000.0,1.0,33000.0,3.0,7.0,2022.0
2951,4741.0,15000.0,1.0,12000.0,27.0,2.0,2022.0
7988,20778.0,10000.0,1.0,15000.0,21.0,6.0,2022.0
441,479.0,0.0,0.0,24000.0,9.0,1.0,2022.0
438,475.0,0.0,0.0,33000.0,9.0,1.0,2022.0
4037,7396.0,0.0,0.0,21000.0,25.0,3.0,2022.0
7995,20805.0,15000.0,1.0,28000.0,21.0,6.0,2022.0
1098,1352.0,0.0,0.0,24000.0,22.0,1.0,2022.0
6239,14064.0,0.0,0.0,56000.0,9.0,5.0,2022.0
8112,21263.0,10000.0,1.0,20000.0,23.0,6.0,2022.0
3193,5284.0,15000.0,1.0,34000.0,3.0,3.0,2022.0
7998,20825.0,10000.0,1.0,12000.0,21.0,6.0,2022.0
8001,20836.0,0.0,0.0,34500.0,21.0,6.0,2022.0
5603,11828.0,0.0,0.0,42000.0,25.0,4.0,2022.0
7002,16959.0,0.0,0.0,23000.0,30.0,5.0,2022.0
4243,7928.0,10000.0,1.0,45000.0,30.0,3.0,2022.0
7050,17156.0,15000.0,1.0,18000.0,31.0,5.0,2022.0
1018,1233.0,0.0,0.0,12000.0,21.0,1.0,2022.0
2979,4815.0,0.0,0.0,20000.0,27.0,2.0,2022.0
6227,14003.0,0.0,0.0,19200.0,9.0,5.0,2022.0
4238,7917.0,0.0,0.0,14000.0,30.0,3.0,2022.0
6226,14002.0,0.0,0.0,20000.0,9.0,5.0,2022.0
4051,7438.0,10000.0,1.0,32000.0,25.0,3.0,2022.0
4190,7809.0,10000.0,1.0,12000.0,29.0,3.0,2022.0
1448,1907.0,0.0,0.0,6000.0,30.0,1.0,2022.0
6201,13900.0,10000.0,1.0,10000.0,8.0,5.0,2022.0
4074,7494.0,10000.0,1.0,8000.0,26.0,3.0,2022.0
8057,21052.0,8000.0,1.0,45000.0,22.0,6.0,2022.0
3083,5030.0,0.0,0.0,8000.0,1.0,3.0,2022.0
4142,7684.0,0.0,0.0,50000.0,28.0,3.0,2022.0
220,229.0,15000.0,1.0,35000.0,5.0,1.0,2022.0
1454,1917.0,0.0,0.0,20000.0,30.0,1.0,2022.0
8602,23044.0,0.0,0.0,16000.0,2.0,7.0,2022.0
6173,13806.0,0.0,0.0,49000.0,7.0,5.0,2022.0
1063,1295.0,15000.0,1.0,30000.0,21.0,1.0,2022.0
3094,5067.0,0.0,0.0,20000.0,1.0,3.0,2022.0
4100,7575.0,10000.0,1.0,20000.0,27.0,3.0,2022.0
1064,1296.0,10000.0,1.0,40000.0,22.0,1.0,2022.0
403,432.0,15000.0,1.0,20000.0,9.0,1.0,2022.0
8079,21158.0,10000.0,1.0,12000.0,23.0,6.0,2022.0
3100,5077.0,10000.0,1.0,10000.0,2.0,3.0,2022.0
3101,5078.0,0.0,0.0,27000.0,2.0,3.0,2022.0
8595,23031.0,15000.0,1.0,20000.0,2.0,7.0,2022.0
1467,1952.0,0.0,0.0,14000.0,31.0,1.0,2022.0
1465,1950.0,0.0,0.0,23000.0,31.0,1.0,2022.0
4104,7584.0,0.0,0.0,8000.0,27.0,3.0,2022.0
8580,22986.0,0.0,0.0,34000.0,2.0,7.0,2022.0
3128,5147.0,0.0,0.0,24000.0,2.0,3.0,2022.0
5669,12054.0,15000.0,1.0,35000.0,26.0,4.0,2022.0
6161,13763.0,10000.0,1.0,6300.0,7.0,5.0,2022.0
3125,5143.0,12000.0,1.0,10000.0,2.0,3.0,2022.0
5661,12023.0,0.0,0.0,20000.0,26.0,4.0,2022.0
5664,12038.0,0.0,0.0,33000.0,26.0,4.0,2022.0
7304,18005.0,10000.0,1.0,10000.0,5.0,6.0,2022.0
4093,7544.0,12000.0,1.0,32000.0,26.0,3.0,2022.0
412,444.0,0.0,0.0,26000.0,9.0,1.0,2022.0
5680,12084.0,0.0,0.0,18000.0,27.0,4.0,2022.0
420,453.0,15000.0,1.0,14000.0,9.0,1.0,2022.0
233,243.0,0.0,0.0,84000.0,6.0,1.0,2022.0
4181,7789.0,0.0,0.0,7000.0,29.0,3.0,2022.0
8038,20986.0,0.0,0.0,22500.0,22.0,6.0,2022.0
210,219.0,15000.0,1.0,26000.0,5.0,1.0,2022.0
5631,11909.0,0.0,0.0,40000.0,26.0,4.0,2022.0
7042,17110.0,0.0,0.0,26000.0,31.0,5.0,2022.0
4176,7778.0,10000.0,1.0,9000.0,29.0,3.0,2022.0
1045,1270.0,0.0,0.0,17000.0,21.0,1.0,2022.0
4168,7753.0,0.0,0.0,10000.0,29.0,3.0,2022.0
8616,23106.0,0.0,0.0,45000.0,2.0,7.0,2022.0
3055,4967.0,0.0,0.0,20000.0,1.0,3.0,2022.0
211,220.0,0.0,0.0,14000.0,5.0,1.0,2022.0
3059,4976.0,0.0,0.0,10000.0,1.0,3.0,2022.0
3076,5017.0,0.0,0.0,36000.0,1.0,3.0,2022.0
3149,5193.0,0.0,0.0,15000.0,3.0,3.0,2022.0
5639,11939.0,0.0,0.0,10000.0,26.0,4.0,2022.0
3062,4985.0,15000.0,1.0,20000.0,1.0,3.0,2022.0
399,424.0,10000.0,1.0,9000.0,9.0,1.0,2022.0
6186,13854.0,0.0,0.0,12000.0,8.0,5.0,2022.0
8610,23090.0,15000.0,1.0,43000.0,2.0,7.0,2022.0
4159,7722.0,15000.0,1.0,16000.0,28.0,3.0,2022.0
6183,13845.0,0.0,0.0,7000.0,8.0,5.0,2022.0
5641,11952.0,10000.0,1.0,60000.0,26.0,4.0,2022.0
225,235.0,0.0,0.0,14000.0,5.0,1.0,2022.0
216,225.0,0.0,0.0,30000.0,5.0,1.0,2022.0
1473,1961.0,0.0,0.0,13000.0,31.0,1.0,2022.0
4280,8028.0,10000.0,1.0,8400.0,31.0,3.0,2022.0
2937,4698.0,15000.0,1.0,24000.0,26.0,2.0,2022.0
7975,20685.0,0.0,0.0,30000.0,20.0,6.0,2022.0
983,1188.0,0.0,0.0,28800.0,20.0,1.0,2022.0
1566,2121.0,10000.0,1.0,12000.0,2.0,2.0,2022.0
7060,17190.0,0.0,0.0,32000.0,31.0,5.0,2022.0
4372,8284.0,10000.0,1.0,15000.0,3.0,4.0,2022.0
7937,20515.0,0.0,0.0,26000.0,19.0,6.0,2022.0
2825,4482.0,10000.0,1.0,35000.0,24.0,2.0,2022.0
6962,16758.0,0.0,0.0,20000.0,28.0,5.0,2022.0
3239,5399.0,0.0,0.0,21000.0,5.0,3.0,2022.0
8726,23577.0,0.0,0.0,15000.0,5.0,7.0,2022.0
4001,7322.0,0.0,0.0,24000.0,24.0,3.0,2022.0
4361,8259.0,0.0,0.0,40000.0,3.0,4.0,2022.0
6964,16782.0,0.0,0.0,8000.0,28.0,5.0,2022.0
6295,14277.0,15000.0,1.0,18000.0,11.0,5.0,2022.0
6966,16790.0,0.0,0.0,36000.0,28.0,5.0,2022.0
6111,13552.0,10000.0,1.0,7000.0,6.0,5.0,2022.0
2841,4507.0,15000.0,1.0,50000.0,24.0,2.0,2022.0
6968,16798.0,10000.0,1.0,6000.0,29.0,5.0,2022.0
6112,13553.0,0.0,0.0,45000.0,6.0,5.0,2022.0
2845,4512.0,15000.0,1.0,30000.0,24.0,2.0,2022.0
7943,20557.0,0.0,0.0,20000.0,19.0,6.0,2022.0
4351,8226.0,10000.0,1.0,15000.0,3.0,4.0,2022.0
5737,12269.0,15000.0,1.0,18000.0,28.0,4.0,2022.0
6970,16807.0,0.0,0.0,10000.0,29.0,5.0,2022.0
2850,4522.0,10000.0,1.0,12000.0,25.0,2.0,2022.0
1561,2115.0,9600.0,1.0,9100.0,2.0,2.0,2022.0
8709,23510.0,0.0,0.0,30000.0,4.0,7.0,2022.0
5557,11649.0,0.0,0.0,13500.0,24.0,4.0,2022.0
7945,20561.0,0.0,0.0,69000.0,19.0,6.0,2022.0
5544,11610.0,10000.0,1.0,20800.0,24.0,4.0,2022.0
7931,20487.0,0.0,0.0,17500.0,19.0,6.0,2022.0
7061,17191.0,0.0,0.0,30000.0,31.0,5.0,2022.0
6318,14360.0,0.0,0.0,7000.0,12.0,5.0,2022.0
7379,18261.0,0.0,0.0,47500.0,7.0,6.0,2022.0
158,163.0,0.0,0.0,16000.0,4.0,1.0,2022.0
2782,4362.0,0.0,0.0,17500.0,23.0,2.0,2022.0
1581,2148.0,10000.0,1.0,50000.0,2.0,2.0,2022.0
6099,13496.0,10000.0,1.0,16000.0,6.0,5.0,2022.0
3638,6390.0,10000.0,1.0,6500.0,14.0,3.0,2022.0
4411,8427.0,0.0,0.0,16000.0,4.0,4.0,2022.0
6100,13498.0,10000.0,1.0,20000.0,6.0,5.0,2022.0
1415,1847.0,0.0,0.0,56000.0,29.0,1.0,2022.0
4405,8406.0,10000.0,1.0,13000.0,4.0,4.0,2022.0
5526,11541.0,0.0,0.0,25000.0,23.0,4.0,2022.0
7376,18243.0,0.0,0.0,20000.0,6.0,6.0,2022.0
5744,12300.0,0.0,0.0,20000.0,28.0,4.0,2022.0
163,168.0,12000.0,1.0,21000.0,4.0,1.0,2022.0
6316,14350.0,0.0,0.0,10000.0,12.0,5.0,2022.0
8138,21369.0,10000.0,1.0,22500.0,24.0,6.0,2022.0
7265,17857.0,10000.0,1.0,12500.0,4.0,6.0,2022.0
2800,4402.0,0.0,0.0,18000.0,23.0,2.0,2022.0
1126,1395.0,0.0,0.0,14000.0,23.0,1.0,2022.0
3994,7296.0,0.0,0.0,6800.0,24.0,3.0,2022.0
4392,8364.0,0.0,0.0,10000.0,4.0,4.0,2022.0
2805,4414.0,10000.0,1.0,20000.0,24.0,2.0,2022.0
5535,11568.0,0.0,0.0,20000.0,23.0,4.0,2022.0
7925,20448.0,0.0,0.0,60000.0,18.0,6.0,2022.0
2495,3762.0,0.0,0.0,9000.0,17.0,2.0,2022.0
3998,7313.0,0.0,0.0,30000.0,24.0,3.0,2022.0
5559,11656.0,0.0,0.0,18000.0,24.0,4.0,2022.0
985,1191.0,0.0,0.0,25000.0,20.0,1.0,2022.0
389,414.0,0.0,0.0,14000.0,8.0,1.0,2022.0
1117,1379.0,0.0,0.0,8000.0,23.0,1.0,2022.0
2902,4631.0,15000.0,1.0,12000.0,25.0,2.0,2022.0
8684,23400.0,15000.0,1.0,20000.0,4.0,7.0,2022.0
1430,1874.0,10000.0,1.0,12000.0,30.0,1.0,2022.0
8683,23391.0,15000.0,1.0,60000.0,4.0,7.0,2022.0
4309,8105.0,0.0,0.0,30000.0,1.0,4.0,2022.0
7351,18149.0,10000.0,1.0,20000.0,6.0,6.0,2022.0
2909,4644.0,10000.0,1.0,10000.0,25.0,2.0,2022.0
1542,2086.0,0.0,0.0,15000.0,2.0,2.0,2022.0
1541,2084.0,0.0,0.0,15000.0,2.0,2.0,2022.0
4305,8096.0,0.0,0.0,21000.0,1.0,4.0,2022.0
2914,4650.0,0.0,0.0,16000.0,26.0,2.0,2022.0
4304,8093.0,0.0,0.0,20000.0,1.0,4.0,2022.0
4303,8084.0,0.0,0.0,30000.0,1.0,4.0,2022.0
2917,4656.0,0.0,0.0,48000.0,26.0,2.0,2022.0
4302,8083.0,0.0,0.0,24000.0,1.0,4.0,2022.0
1002,1213.0,0.0,0.0,6000.0,21.0,1.0,2022.0
189,194.0,0.0,0.0,45000.0,5.0,1.0,2022.0
5578,11743.0,0.0,0.0,30000.0,24.0,4.0,2022.0
1003,1214.0,0.0,0.0,10000.0,21.0,1.0,2022.0
239,250.0,15000.0,1.0,21000.0,6.0,1.0,2022.0
9356,26042.0,0.0,0.0,15000.0,17.0,7.0,2022.0
8674,23361.0,0.0,0.0,30000.0,4.0,7.0,2022.0
4294,8057.0,0.0,0.0,16000.0,1.0,4.0,2022.0
4025,7368.0,10000.0,1.0,12200.0,24.0,3.0,2022.0
7974,20679.0,0.0,0.0,35000.0,20.0,6.0,2022.0
2932,4684.0,15000.0,1.0,25000.0,26.0,2.0,2022.0
6253,14093.0,0.0,0.0,6000.0,9.0,5.0,2022.0
998,1208.0,0.0,0.0,10000.0,21.0,1.0,2022.0
2899,4625.0,0.0,0.0,21000.0,25.0,2.0,2022.0
6264,14134.0,10000.0,1.0,16000.0,10.0,5.0,2022.0
2881,4591.0,0.0,0.0,6750.0,25.0,2.0,2022.0
1429,1873.0,0.0,0.0,18000.0,30.0,1.0,2022.0
9505,26743.0,0.0,0.0,20000.0,20.0,7.0,2022.0
4011,7341.0,15000.0,1.0,20000.0,24.0,3.0,2022.0
2870,4558.0,10000.0,1.0,12000.0,25.0,2.0,2022.0
3222,5355.0,10000.0,1.0,20000.0,4.0,3.0,2022.0
5730,12252.0,10000.0,1.0,21000.0,28.0,4.0,2022.0
7271,17881.0,0.0,0.0,18000.0,4.0,6.0,2022.0
9558,26964.0,0.0,0.0,30000.0,22.0,7.0,2022.0
8698,23471.0,0.0,0.0,66000.0,4.0,7.0,2022.0
9835,28295.0,0.0,0.0,17000.0,28.0,7.0,2022.0
447,488.0,10000.0,1.0,8000.0,10.0,1.0,2022.0
2880,4588.0,10000.0,1.0,30000.0,25.0,2.0,2022.0
4324,8142.0,0.0,0.0,15000.0,2.0,4.0,2022.0
7354,18165.0,0.0,0.0,39500.0,6.0,6.0,2022.0
8695,23455.0,10000.0,1.0,28000.0,4.0,7.0,2022.0
2885,4597.0,10000.0,1.0,12000.0,25.0,2.0,2022.0
7961,20608.0,10000.0,1.0,32300.0,19.0,6.0,2022.0
5569,11701.0,0.0,0.0,10000.0,24.0,4.0,2022.0
2888,4605.0,0.0,0.0,10000.0,25.0,2.0,2022.0
2889,4607.0,0.0,0.0,10000.0,25.0,2.0,2022.0
4320,8130.0,10000.0,1.0,24000.0,1.0,4.0,2022.0
386,409.0,10000.0,1.0,12000.0,8.0,1.0,2022.0
183,188.0,10000.0,1.0,7000.0,4.0,1.0,2022.0
8530,22861.0,0.0,0.0,20000.0,1.0,7.0,2022.0
7963,20616.0,0.0,0.0,50000.0,19.0,6.0,2022.0
9915,28685.0,0.0,0.0,16000.0,30.0,7.0,2022.0
1697,2331.0,0.0,0.0,50000.0,4.0,2.0,2022.0
121,123.0,0.0,0.0,15000.0,3.0,1.0,2022.0
7448,18519.0,0.0,0.0,7000.0,8.0,6.0,2022.0
9748,27854.0,10000.0,1.0,15000.0,26.0,7.0,2022.0
5241,10715.0,8000.0,1.0,14000.0,18.0,4.0,2022.0
9177,25291.0,0.0,0.0,47000.0,13.0,7.0,2022.0
3543,6148.0,0.0,0.0,21000.0,11.0,3.0,2022.0
4990,9966.0,4800.0,2.0,24000.0,14.0,4.0,2022.0
5242,10717.0,10000.0,1.0,15000.0,18.0,4.0,2022.0
7643,19350.0,0.0,0.0,24000.0,13.0,6.0,2022.0
9029,24667.0,0.0,0.0,14000.0,10.0,7.0,2022.0
7188,17657.0,0.0,0.0,8000.0,3.0,6.0,2022.0
3720,6604.0,0.0,0.0,32000.0,16.0,3.0,2022.0
7648,19375.0,15000.0,1.0,18000.0,13.0,6.0,2022.0
7650,19386.0,10000.0,1.0,6000.0,13.0,6.0,2022.0
2158,3127.0,15000.0,1.0,15000.0,11.0,2.0,2022.0
2159,3128.0,0.0,0.0,26000.0,11.0,2.0,2022.0
9444,26415.0,0.0,0.0,16000.0,19.0,7.0,2022.0
1868,2576.0,0.0,0.0,14000.0,5.0,2.0,2022.0
6607,15363.0,0.0,0.0,10000.0,18.0,5.0,2022.0
719,833.0,0.0,0.0,20000.0,16.0,1.0,2022.0
1839,2538.0,10000.0,1.0,19500.0,5.0,2.0,2022.0
6605,15354.0,0.0,0.0,20000.0,18.0,5.0,2022.0
2170,3152.0,0.0,0.0,12000.0,11.0,2.0,2022.0
7656,19404.0,0.0,0.0,74000.0,13.0,6.0,2022.0
7134,17495.0,0.0,0.0,20000.0,2.0,6.0,2022.0
1220,1544.0,0.0,0.0,10000.0,26.0,1.0,2022.0
2178,3166.0,0.0,0.0,11000.0,12.0,2.0,2022.0
299,313.0,0.0,0.0,84000.0,7.0,1.0,2022.0
9190,25330.0,0.0,0.0,20000.0,14.0,7.0,2022.0
2182,3182.0,10000.0,1.0,22000.0,12.0,2.0,2022.0
5255,10758.0,0.0,0.0,10000.0,19.0,4.0,2022.0
5880,12754.0,0.0,0.0,5000.0,30.0,4.0,2022.0
5964,13036.0,10000.0,1.0,22000.0,3.0,5.0,2022.0
6622,15408.0,0.0,0.0,10500.0,18.0,5.0,2022.0
705,818.0,0.0,0.0,60000.0,15.0,1.0,2022.0
2106,3034.0,0.0,0.0,12000.0,10.0,2.0,2022.0
9047,24718.0,0.0,0.0,14000.0,10.0,7.0,2022.0
5022,10028.0,0.0,0.0,40000.0,14.0,4.0,2022.0
9169,25271.0,0.0,0.0,16000.0,13.0,7.0,2022.0
3707,6572.0,0.0,0.0,9000.0,16.0,3.0,2022.0
5020,10024.0,0.0,0.0,30000.0,14.0,4.0,2022.0
2114,3045.0,0.0,0.0,20000.0,11.0,2.0,2022.0
3555,6171.0,0.0,0.0,14000.0,12.0,3.0,2022.0
698,809.0,8000.0,1.0,10000.0,15.0,1.0,2022.0
5016,10014.0,0.0,0.0,12000.0,14.0,4.0,2022.0
8365,22304.0,0.0,0.0,18000.0,29.0,6.0,2022.0
602,685.0,0.0,0.0,20000.0,13.0,1.0,2022.0
699,810.0,0.0,0.0,19800.0,15.0,1.0,2022.0
7634,19313.0,0.0,0.0,24000.0,13.0,6.0,2022.0
49,49.0,10000.0,1.0,10000.0,1.0,1.0,2022.0
50,50.0,15000.0,1.0,21000.0,1.0,1.0,2022.0
3552,6162.0,0.0,0.0,15000.0,11.0,3.0,2022.0
6629,15438.0,10000.0,1.0,16000.0,19.0,5.0,2022.0
6628,15435.0,0.0,0.0,7000.0,19.0,5.0,2022.0
5884,12774.0,0.0,0.0,7000.0,1.0,5.0,2022.0
52,52.0,10000.0,1.0,28000.0,1.0,1.0,2022.0
9036,24680.0,10000.0,1.0,14000.0,10.0,7.0,2022.0
2134,3087.0,0.0,0.0,24000.0,11.0,2.0,2022.0
5167,10481.0,10000.0,1.0,36000.0,17.0,4.0,2022.0
7185,17647.0,0.0,0.0,15000.0,3.0,6.0,2022.0
1851,2557.0,0.0,0.0,14000.0,5.0,2.0,2022.0
6624,15419.0,0.0,0.0,15000.0,19.0,5.0,2022.0
2184,3188.0,0.0,0.0,8000.0,12.0,2.0,2022.0
8269,21935.0,15000.0,1.0,20000.0,26.0,6.0,2022.0
732,853.0,0.0,0.0,18000.0,16.0,1.0,2022.0
5984,13121.0,0.0,0.0,18000.0,3.0,5.0,2022.0
7681,19493.0,0.0,0.0,10000.0,14.0,6.0,2022.0
9202,25394.0,10000.0,1.0,27000.0,14.0,7.0,2022.0
745,871.0,10000.0,1.0,26000.0,16.0,1.0,2022.0
5279,10825.0,0.0,0.0,12000.0,19.0,4.0,2022.0
6574,15228.0,0.0,0.0,24000.0,17.0,5.0,2022.0
342,358.0,15000.0,1.0,21000.0,7.0,1.0,2022.0
6800,16176.0,10000.0,1.0,28000.0,25.0,5.0,2022.0
7685,19515.0,0.0,0.0,14000.0,14.0,6.0,2022.0
6802,16185.0,10000.0,1.0,20000.0,25.0,5.0,2022.0
3774,6735.0,10000.0,1.0,40000.0,18.0,3.0,2022.0
2252,3307.0,0.0,0.0,56000.0,13.0,2.0,2022.0
5989,13127.0,0.0,0.0,28300.0,3.0,5.0,2022.0
291,302.0,0.0,0.0,62000.0,7.0,1.0,2022.0
8246,21811.0,0.0,0.0,10000.0,26.0,6.0,2022.0
2258,3315.0,10000.0,1.0,19000.0,13.0,2.0,2022.0
7211,17702.0,5000.0,1.0,32000.0,3.0,6.0,2022.0
72,73.0,15000.0,1.0,65000.0,2.0,1.0,2022.0
3491,6000.0,0.0,0.0,30000.0,10.0,3.0,2022.0
8245,21810.0,0.0,0.0,12000.0,26.0,6.0,2022.0
4889,9691.0,10000.0,1.0,6000.0,12.0,4.0,2022.0
7214,17712.0,0.0,0.0,7000.0,4.0,6.0,2022.0
7695,19591.0,0.0,0.0,21000.0,14.0,6.0,2022.0
3487,5992.0,0.0,0.0,12500.0,10.0,3.0,2022.0
1326,1715.0,0.0,0.0,16500.0,28.0,1.0,2022.0
4883,9672.0,10000.0,1.0,24000.0,12.0,4.0,2022.0
3786,6759.0,0.0,0.0,48000.0,18.0,3.0,2022.0
