,user_id,purchases
798,1072,7
799,952,7
800,5092,7
801,3560,7
802,4105,7
803,1298,7
804,581,7
805,198,7
806,5338,7
807,6992,7
808,7903,7
809,584,7
810,1516,7
811,5917,7
812,1784,7
813,3215,7
814,1068,7
815,3500,7
816,3498,7
817,5286,7
818,5838,7
819,6979,7
820,1827,7
821,4085,7
822,912,7
823,675,7
824,1978,7
825,5495,7
826,3482,7
827,6,7
828,2313,7
829,368,7
830,5806,7
831,8792,7
832,3906,7
833,359,7
834,6971,7
835,4469,7
836,5812,7
837,172,7
838,2302,7
839,2936,7
840,932,7
841,3142,7
842,346,7
843,7599,7
844,2983,7
845,7159,7
846,4060,7
847,2988,7
848,642,7
849,2557,7
850,8998,7
851,3450,7
852,570,7
853,633,7
854,6024,7
855,4050,7
856,7558,7
857,1114,7
858,4239,7
859,1466,7
860,212,7
861,1836,7
862,274,7
863,8614,7
864,272,7
865,3068,7
866,3073,7
867,271,7
868,1034,7
869,270,7
870,7096,7
871,4191,7
872,2171,7
873,7091,7
874,8375,7
875,4295,7
876,6754,7
877,1118,7
878,5178,7
879,1321,7
880,6748,7
881,3978,7
882,1436,7
883,1129,7
884,1507,7
885,3205,7
886,2206,7
887,2260,7
888,3436,7
889,1461,7
890,1124,7
891,2257,7
892,254,7
893,6689,7
894,6707,7
895,3104,7
896,1502,7
897,3997,7
898,1338,7
899,1644,7
900,8994,7
901,18,7
902,294,7
903,5502,7
904,3902,7
905,2705,7
906,7267,7
907,1265,7
908,7657,7
909,808,7
910,2791,7
911,6589,7
912,3331,7
913,2016,7
914,2813,7
915,440,7
916,2814,7
917,3321,7
918,4694,7
919,4690,7
920,2816,7
921,6591,7
922,3294,7
923,5399,7
924,5395,7
925,4667,7
926,2820,7
927,6484,7
928,4987,7
929,840,7
930,236,7
931,3785,7
932,4632,7
933,423,7
934,2036,7
935,4957,7
936,8280,7
937,7361,7
938,3703,7
939,7701,7
940,474,7
941,2462,7
942,4858,7
943,5523,7
944,1257,7
945,7680,7
946,2740,7
947,1370,7
948,4919,7
949,772,7
950,2748,7
951,7671,7
952,2463,7
953,4934,7
954,3682,7
955,4937,7
956,1593,7
957,3645,7
958,2717,7
959,4812,7
960,2438,7
961,1720,7
962,6587,7
963,1378,7
964,5553,7
965,87,7
966,711,7
967,4080,7
968,395,7
969,5725,7
970,531,7
971,1286,7
972,5662,7
973,2094,7
974,4554,7
975,1911,7
976,1539,7
977,2897,7
978,5007,7
979,7637,7
980,1545,7
981,6927,7
982,7315,7
983,6601,7
984,4998,7
985,2687,7
986,1195,7
987,859,7
988,6935,7
989,7614,7
990,1277,7
991,7454,7
992,6387,7
993,1700,7
994,2908,7
995,7317,7
996,3850,7
997,2181,6
998,9379,6
999,6774,6
1000,149,6
1001,1136,6
1002,1316,6
1003,221,6
1004,173,6
1005,1103,6
1006,3188,6
1007,2125,6
1008,6170,6
1009,1908,6
1010,3455,6
1011,3678,6
1012,6644,6
1013,6724,6
1014,3888,6
1015,6557,6
1016,1860,6
1017,3878,6
1018,6813,6
1019,3423,6
1020,6576,6
1021,3255,6
1022,1858,6
1023,1371,6
1024,6814,6
1025,3368,6
1026,229,6
1027,6530,6
1028,227,6
1029,3364,6
1030,2009,6
1031,6544,6
1032,1386,6
1033,3699,6
1034,3744,6
1035,4008,6
1036,1148,6
1037,3634,6
1038,8134,6
1039,2044,6
1040,2146,6
1041,3620,6
1042,6989,6
1043,3816,6
1044,1345,6
1045,6492,6
1046,6486,6
1047,2160,6
1048,6467,6
1049,1435,6
1050,2042,6
1051,1271,6
1052,3623,6
1053,8237,6
1054,1137,6
1055,3291,6
1056,3826,6
1057,6500,6
1058,6280,6
1059,17,6
1060,3424,6
1061,3572,6
1062,177,6
1063,6834,6
1064,1835,6
1065,1842,6
1066,8121,6
1067,2167,6
1068,1314,6
1069,6279,6
1070,4012,6
1071,3427,6
1072,1897,6
1073,6521,6
1074,6509,6
1075,1183,6
1076,134,6
1077,2131,6
1078,6706,6
1079,1116,6
1080,2163,6
1081,1167,6
1082,5920,6
1083,6122,6
1084,7301,6
1085,1724,6
1086,2781,6
1087,4760,6
1088,2773,6
1089,794,6
1090,4796,6
1091,2762,6
1092,782,6
1093,4822,6
1094,1598,6
1095,464,6
1096,4846,6
1097,4847,6
1098,768,6
1099,4848,6
1100,4867,6
1101,5478,6
1102,2721,6
1103,5468,6
1104,5459,6
1105,7412,6
1106,2783,6
1107,1731,6
1108,2787,6
1109,425,6
1110,7848,6
1111,865,6
1112,4596,6
1113,2874,6
1114,4618,6
1115,7819,6
1116,2858,6
1117,2853,6
1118,4631,6
1119,426,6
1120,4729,6
1121,429,6
1122,3154,6
1123,5616,6
1124,2817,6
1125,7332,6
1126,4695,6
1127,4696,6
1128,4725,6
1129,7772,6
1130,4940,6
1131,2719,6
1132,729,6
1133,7551,6
1134,5329,6
1135,1687,6
1136,7574,6
1137,2653,6
1138,5317,6
1139,5145,6
1140,1645,6
1141,567,6
1142,5309,6
1143,629,6
1144,550,6
1145,5192,6
1146,5198,6
1147,2568,6
1148,5210,6
1149,616,6
1150,5252,6
1151,596,6
1152,5245,6
1153,7515,6
1154,654,6
1155,7592,6
1156,1708,6
1157,2506,6
1158,2716,6
1159,5410,6
1160,4970,6
1161,714,6
1162,516,6
1163,7633,6
1164,521,6
1165,5371,6
1166,5033,6
1167,5367,6
1168,5348,6
1169,2674,6
1170,5052,6
1171,535,6
1172,5063,6
1173,7611,6
1174,674,6
1175,5072,6
1176,538,6
1177,5356,6
1178,2910,6
1179,7805,6
1180,5677,6
1181,9562,6
1182,4307,6
1183,9329,6
1184,300,6
1185,991,6
1186,5963,6
1187,303,6
1188,7142,6
1189,5956,6
1190,4349,6
1191,7151,6
1192,7165,6
1193,4433,6
1194,4364,6
1195,7935,6
1196,7522,6
1197,887,6
1198,4386,6
1199,958,6
1200,5895,6
1201,2967,6
1202,5872,6
1203,4425,6
1204,7969,6
1205,1498,6
1206,2246,6
1207,7987,6
1208,8092,6
1209,245,6
1210,9349,6
1211,6097,6
1212,6068,6
1213,1817,6
1214,1049,6
1215,8594,6
1216,8042,6
1217,6050,6
1218,265,6
1219,2212,6
1220,1475,6
1221,275,6
1222,1485,6
1223,6028,6
1224,2239,6
1225,4233,6
1226,4236,6
1227,8624,6
1228,1010,6
1229,4427,6
1230,2980,6
1231,8399,6
1232,7220,6
1233,5742,6
1234,4491,6
1235,5728,6
1236,7274,6
1237,1757,6
1238,5720,6
1239,911,6
1240,1754,6
1241,7288,6
1242,7292,6
1243,2915,6
1244,2328,6
1245,2305,6
1246,7877,6
1247,7890,6
1248,349,6
1249,4439,6
1250,1881,5
1251,3199,5
1252,1488,5
1253,2533,5
1254,1969,5
1255,2234,5
1256,3428,5
1257,8825,5
1258,2861,5
1259,1657,5
1260,2197,5
1261,3257,5
1262,2190,5
1263,1936,5
1264,1452,5
1265,8686,5
1266,2109,5
1267,2076,5
1268,8956,5
1269,8563,5
1270,1680,5
1271,1744,5
1272,1548,5
1273,3451,5
1274,1648,5
1275,3281,5
1276,1925,5
1277,1654,5
1278,2843,5
1279,1547,5
1280,3098,5
1281,1741,5
1282,2174,5
1283,1939,5
1284,1404,5
1285,1743,5
1286,3353,5
1287,3405,5
1288,2296,5
1289,2284,5
1290,1773,5
1291,1727,5
1292,2014,5
1293,1601,5
1294,2742,5
1295,2288,5
1296,2012,5
1297,2949,5
1298,3333,5
1299,1717,5
1300,2300,5
1301,1527,5
1302,1721,5
1303,9150,5
1304,2775,5
1305,3357,5
1306,2437,5
1307,3336,5
1308,2306,5
1309,3247,5
1310,2330,5
1311,1583,5
1312,2496,5
1313,2372,5
1314,2691,5
1315,2693,5
1316,2694,5
1317,2699,5
1318,2382,5
1319,1706,5
1320,1369,5
1321,3381,5
1322,2329,5
1323,2810,5
1324,1508,5
1325,2793,5
1326,1732,5
1327,3326,5
1328,1434,5
1329,2253,5
1330,966,5
1331,3475,5
1332,593,5
1333,5230,5
1334,5224,5
1335,621,5
1336,5175,5
1337,640,5
1338,644,5
1339,655,5
1340,684,5
1341,5047,5
1342,687,5
1343,4996,5
1344,710,5
1345,4988,5
1346,713,5
1347,4967,5
1348,4952,5
1349,4941,5
1350,7510,5
1351,588,5
1352,746,5
1353,5299,5
1354,7356,5
1355,5554,5
1356,458,5
1357,465,5
1358,5444,5
1359,495,5
1360,5402,5
1361,5393,5
1362,7453,5
1363,5359,5
1364,7469,5
1365,7470,5
1366,547,5
1367,5322,5
1368,5316,5
1369,5313,5
1370,5302,5
1371,4908,5
1372,753,5
1373,5586,5
1374,7800,5
1375,4630,5
1376,851,5
1377,4581,5
1378,4551,5
1379,4526,5
1380,4516,5
1381,4514,5
1382,4508,5
1383,4454,5
1384,939,5
1385,4422,5
1386,4421,5
1387,4414,5
1388,4406,5
1389,961,5
1390,4371,5
1391,7950,5
1392,4652,5
1393,4698,5
1394,4868,5
1395,9648,5
1396,7708,5
1397,4854,5
1398,765,5
1399,4849,5
1400,4839,5
1401,4835,5
1402,4823,5
1403,4817,5
1404,4816,5
1405,4814,5
1406,7730,5
1407,4779,5
1408,4764,5
1409,7758,5
1410,4735,5
1411,813,5
1412,4711,5
1413,5581,5
1414,439,5
1415,1001,5
1416,6450,5
1417,6427,5
1418,127,5
1419,6391,5
1420,6921,5
1421,6923,5
1422,6933,5
1423,6344,5
1424,6336,5
1425,6326,5
1426,6953,5
1427,6965,5
1428,6980,5
1429,6265,5
1430,6984,5
1431,6251,5
1432,6243,5
1433,6229,5
1434,6435,5
1435,6451,5
1436,7010,5
1437,6453,5
1438,6726,5
1439,6715,5
1440,6692,5
1441,6688,5
1442,6685,5
1443,6683,5
1444,6750,5
1445,6760,5
1446,53,5
1447,6782,5
1448,79,5
1449,89,5
1450,6523,5
1451,91,5
1452,6502,5
1453,6463,5
1454,6456,5
1455,7007,5
1456,206,5
1457,5638,5
1458,310,5
1459,5933,5
1460,5921,5
1461,325,5
1462,337,5
1463,5861,5
1464,5843,5
1465,7227,5
1466,358,5
1467,7233,5
1468,366,5
1469,5800,5
1470,5780,5
1471,7254,5
1472,5746,5
1473,7283,5
1474,5646,5
1475,5643,5
1476,314,5
1477,5958,5
1478,6185,5
1479,305,5
1480,7029,5
1481,6179,5
1482,6162,5
1483,242,5
1484,6118,5
1485,7076,5
1486,261,5
1487,276,5
1488,6026,5
1489,6015,5
1490,5993,5
1491,5990,5
1492,7125,5
1493,5986,5
1494,5972,5
1495,5966,5
1496,304,5
1497,996,5
1498,692,5
1499,1930,5
1500,8358,5
1501,8276,5
1502,3704,5
1503,1076,5
1504,4133,5
1505,4144,5
1506,1058,5
1507,8056,5
1508,8055,5
1509,8299,5
1510,4157,5
1511,1251,5
1512,3660,5
1513,3656,5
1514,8035,5
1515,4189,5
1516,4195,5
1517,3627,5
1518,3590,5
1519,3580,5
1520,3722,5
1521,1223,5
1522,3729,5
1523,3980,5
1524,3879,5
1525,4298,5
1526,3870,5
1527,3925,5
1528,8167,5
1529,3857,5
1530,1139,5
1531,8221,5
1532,3822,5
1533,1219,5
1534,8228,5
1535,1193,5
1536,3790,5
1537,9454,5
1538,3982,5
1539,8136,5
1540,8128,5
1541,8265,5
1542,8353,5
1543,3691,5
1544,3541,5
1545,3563,5
1546,1304,5
1547,3523,5
1548,4292,5
1549,3532,5
1550,4274,5
1551,1295,5
1552,2299,4
1553,2286,4
1554,5877,4
1555,3293,4
1556,6655,4
1557,5865,4
1558,6762,4
1559,5819,4
1560,3768,4
1561,7224,4
1562,5898,4
1563,6672,4
1564,6752,4
1565,2307,4
1566,5802,4
1567,3514,4
1568,6652,4
1569,6454,4
1570,8253,4
1571,3454,4
1572,2241,4
1573,3706,4
1574,6010,4
1575,5998,4
1576,8285,4
1577,6783,4
1578,3348,4
1579,2250,4
1580,5975,4
1581,3524,4
1582,6776,4
1583,6631,4
1584,3741,4
1585,2261,4
1586,6646,4
1587,3743,4
1588,5940,4
1589,3746,4
1590,3748,4
1591,3752,4
1592,2312,4
1593,8456,4
1594,5599,4
1595,3458,4
1596,3866,4
1597,3869,4
1598,6719,4
1599,5637,4
1600,5627,4
1601,5618,4
1602,5612,4
1603,6723,4
1604,7309,4
1605,2380,4
1606,5597,4
1607,3873,4
1608,5594,4
1609,3484,4
1610,2386,4
1611,3251,4
1612,7352,4
1613,7310,4
1614,5654,4
1615,5801,4
1616,3502,4
1617,2314,4
1618,3505,4
1619,2320,4
1620,2324,4
1621,3278,4
1622,5779,4
1623,5768,4
1624,8219,4
1625,5722,4
1626,7308,4
1627,5719,4
1628,5715,4
1629,2345,4
1630,5709,4
1631,3270,4
1632,5689,4
1633,8392,4
1634,5679,4
1635,2240,4
1636,7098,4
1637,3356,4
1638,3545,4
1639,3603,4
1640,8332,4
1641,6853,4
1642,3379,4
1643,9090,4
1644,6292,4
1645,6290,4
1646,6975,4
1647,6978,4
1648,6343,4
1649,3635,4
1650,2132,4
1651,6839,4
1652,8443,4
1653,2137,4
1654,3646,4
1655,6985,4
1656,6256,4
1657,6338,4
1658,3394,4
1659,8312,4
1660,2055,4
1661,6449,4
1662,3582,4
1663,8421,4
1664,6423,4
1665,3416,4
1666,6421,4
1667,6411,4
1668,6896,4
1669,6404,4
1670,3601,4
1671,6398,4
1672,6393,4
1673,2079,4
1674,6913,4
1675,2096,4
1676,6916,4
1677,3597,4
1678,8431,4
1679,2149,4
1680,6244,4
1681,2032,4
1682,7078,4
1683,6126,4
1684,8293,4
1685,8290,4
1686,6107,4
1687,6569,4
1688,7062,4
1689,6095,4
1690,3702,4
1691,6056,4
1692,6130,4
1693,6577,4
1694,6047,4
1695,2213,4
1696,6045,4
1697,2224,4
1698,2229,4
1699,7095,4
1700,2230,4
1701,7051,4
1702,6153,4
1703,3536,4
1704,6180,4
1705,3668,4
1706,6526,4
1707,3362,4
1708,7012,4
1709,6205,4
1710,8306,4
1711,6549,4
1712,3533,4
1713,6566,4
1714,2180,4
1715,2001,4
1716,2168,4
1717,9098,4
1718,1996,4
1719,3685,4
1720,9022,4
1721,6178,4
1722,5566,4
1723,3890,4
1724,4313,4
1725,2408,4
1726,4662,4
1727,2794,4
1728,2798,4
1729,4710,4
1730,4207,4
1731,8608,4
1732,4680,4
1733,7796,4
1734,4673,4
1735,8732,4
1736,4208,4
1737,2821,4
1738,8034,4
1739,3064,4
1740,7809,4
1741,4641,4
1742,2851,4
1743,3060,4
1744,2854,4
1745,4212,4
1746,4625,4
1747,2863,4
1748,8703,4
1749,4712,4
1750,3075,4
1751,3137,4
1752,8765,4
1753,2724,4
1754,4896,4
1755,4892,4
1756,3110,4
1757,3105,4
1758,4838,4
1759,4836,4
1760,4150,4
1761,7715,4
1762,4825,4
1763,8048,4
1764,4754,4
1765,4171,4
1766,3096,4
1767,4802,4
1768,2767,4
1769,8600,4
1770,8755,4
1771,4788,4
1772,4178,4
1773,4774,4
1774,8751,4
1775,2866,4
1776,4614,4
1777,8019,4
1778,3019,4
1779,2944,4
1780,3034,4
1781,8006,4
1782,4256,4
1783,4420,4
1784,3024,4
1785,4265,4
1786,7919,4
1787,4382,4
1788,8651,4
1789,7934,4
1790,2882,4
1791,7940,4
1792,4358,4
1793,4357,4
1794,4353,4
1795,4340,4
1796,7952,4
1797,2998,4
1798,7957,4
1799,8638,4
1800,4319,4
1801,4441,4
1802,4447,4
1803,3035,4
1804,4465,4
1805,2891,4
1806,4577,4
1807,4575,4
1808,7845,4
1809,7846,4
1810,3048,4
1811,7854,4
1812,4545,4
1813,2911,4
1814,2912,4
1815,4529,4
1816,8018,4
1817,7867,4
1818,4521,4
1819,3045,4
1820,3036,4
1821,4220,4
1822,4503,4
1823,4494,4
1824,4480,4
1825,4471,4
1826,8075,4
1827,3138,4
1828,5558,4
1829,3207,4
1830,5361,4
1831,3230,4
1832,5355,4
1833,3946,4
1834,3953,4
1835,5343,4
1836,5326,4
1837,5324,4
1838,8534,4
1839,3958,4
1840,7484,4
1841,7465,4
1842,8152,4
1843,5298,4
1844,8848,4
1845,7493,4
1846,7494,4
1847,5276,4
1848,3981,4
1849,2574,4
1850,5257,4
1851,2575,4
1852,5362,4
1853,7462,4
1854,4947,4
1855,8188,4
1856,2425,4
1857,3892,4
1858,7363,4
1859,7364,4
1860,7365,4
1861,7366,4
1862,8513,4
1863,3901,4
1864,7395,4
1865,5490,4
1866,2467,4
1867,7458,4
1868,2468,4
1869,8182,4
1870,5413,4
1871,5411,4
1872,2476,4
1873,2478,4
1874,8169,4
1875,7449,4
1876,5389,4
1877,2489,4
1878,8842,4
1879,5251,4
1880,5249,4
1881,5017,4
1882,5086,4
1883,7605,4
1884,4035,4
1885,4046,4
1886,2679,4
1887,4066,4
1888,5046,4
1889,3480,4
1890,5032,4
1891,5026,4
1892,5008,4
1893,5239,4
1894,5000,4
1895,4997,4
1896,3159,4
1897,3158,4
1898,4081,4
1899,7654,4
1900,7655,4
1901,4089,4
1902,7659,4
1903,4097,4
1904,7586,4
1905,3181,4
