0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,0.5,0.5
1.0,,,,,0.5,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,
1.0,0.01694915254237288,0.22033898305084745,0.15254237288135594,0.15254237288135594,0.1864406779661017,0.06779661016949153,0.11864406779661017,0.1864406779661017,0.15254237288135594,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.1016949152542373,0.11864406779661017,0.1016949152542373,0.03389830508474576,0.01694915254237288,0.1694915254237288,0.03389830508474576,0.1016949152542373,0.06779661016949153,0.11864406779661017,0.05084745762711865,0.0847457627118644,0.11864406779661017,0.03389830508474576,0.05084745762711865,0.03389830508474576,0.1016949152542373,0.06779661016949153,0.03389830508474576,,0.11864406779661017,0.0847457627118644,0.0847457627118644,0.03389830508474576,
1.0,0.11428571428571428,0.14285714285714285,0.2,0.11428571428571428,0.02857142857142857,0.11428571428571428,0.2,0.14285714285714285,0.11428571428571428,,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.02857142857142857,,0.2,0.11428571428571428,0.11428571428571428,0.02857142857142857,0.14285714285714285,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.14285714285714285,0.11428571428571428,0.08571428571428572,0.11428571428571428,,0.14285714285714285,0.11428571428571428,0.05714285714285714,0.05714285714285714,,
1.0,0.13119533527696792,0.13119533527696792,0.12536443148688048,0.04956268221574344,0.12536443148688048,0.119533527696793,0.14285714285714285,0.09037900874635568,0.05539358600583091,0.08746355685131195,0.1282798833819242,0.08163265306122448,0.07580174927113703,0.05539358600583091,0.01749271137026239,0.11661807580174927,0.08454810495626822,0.10495626822157435,0.08163265306122448,0.0641399416909621,0.06997084548104957,0.052478134110787174,0.08454810495626822,0.029154518950437316,0.06705539358600583,0.0641399416909621,0.09037900874635568,0.07580174927113703,0.05830903790087463,0.02040816326530612,0.08746355685131195,0.10495626822157435,0.07871720116618076,0.09620991253644315,,,
1.0,0.13782051282051283,0.11538461538461539,0.041666666666666664,0.09615384615384616,0.15064102564102563,0.13141025641025642,0.12179487179487179,0.04487179487179487,0.08653846153846154,0.09294871794871795,0.07051282051282051,0.05448717948717949,0.057692307692307696,0.022435897435897436,0.12179487179487179,0.09935897435897435,0.09294871794871795,0.09935897435897435,0.09294871794871795,0.07051282051282051,0.0641025641025641,0.08974358974358974,0.035256410256410256,0.07692307692307693,0.09615384615384616,0.10576923076923077,0.10897435897435898,0.07371794871794872,0.019230769230769232,0.08653846153846154,0.07692307692307693,0.0673076923076923,0.07692307692307693,,,,
1.0,0.1012987012987013,0.04155844155844156,0.08831168831168831,0.12207792207792208,0.12207792207792208,0.11428571428571428,0.03116883116883117,0.06753246753246753,0.08571428571428572,0.0987012987012987,0.07532467532467532,0.06233766233766234,0.02077922077922078,0.12207792207792208,0.1012987012987013,0.1012987012987013,0.08831168831168831,0.08571428571428572,0.08311688311688312,0.07012987012987013,0.08831168831168831,0.03636363636363636,0.05454545454545454,0.06493506493506493,0.10649350649350649,0.08571428571428572,0.04415584415584416,0.025974025974025976,0.07272727272727272,0.08051948051948052,0.09090909090909091,0.08311688311688312,,,,,
1.0,0.06289308176100629,0.11635220125786164,0.12578616352201258,0.11949685534591195,0.11635220125786164,0.03459119496855346,0.08176100628930817,0.11006289308176101,0.09748427672955975,0.05345911949685535,0.05345911949685535,0.025157232704402517,0.09119496855345911,0.1069182389937107,0.11006289308176101,0.11320754716981132,0.09748427672955975,0.08176100628930817,0.07861635220125786,0.09119496855345911,0.02830188679245283,0.040880503144654086,0.07232704402515723,0.1069182389937107,0.08176100628930817,0.06918238993710692,0.040880503144654086,0.11006289308176101,0.09433962264150944,0.05660377358490566,0.07547169811320754,,,,,,
1.0,0.10975609756097561,0.17073170731707318,0.18292682926829268,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.10975609756097561,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.14634146341463414,0.14634146341463414,0.08536585365853659,0.13414634146341464,0.08536585365853659,0.036585365853658534,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.012195121951219513,0.08536585365853659,0.06097560975609756,0.07317073170731707,0.08536585365853659,0.012195121951219513,0.0975609756097561,0.12195121951219512,0.07317073170731707,0.10975609756097561,,,,,,,
